YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,PK12_ENROLLMENT,PK_FULL_ENROLLMENT,PK_HALF_ENROLLMENT,PK_ENROLLMENT,K12_ENROLLMENT,CHG_PK12_ENROLLMENT,PCT_CHG_PK12_ENROLLMENT,CHG_10YR_PK12_ENROLLMENT,PCT_CHG_10Y_PK12_ENROLLMENT,CHG_K12_ENROLLMENT,PCT_CHG_K12_ENROLLMENT,CHG_10Y_K12_ENROLLMENT,PCT_CHG_10Y_K12_ENROLLMENT
2015,2015-16,80,Charters,6063,Camden Community Charter School,679,0,0,0,679,281,0.7060301507537687,NA,NA,281,0.7060301507537687,NA,NA
2016,2016-17,80,Charters,6063,Camden Community Charter School,851,0,0,0,851,172,0.2533136966126657,NA,NA,172,0.2533136966126657,NA,NA
2012,2012-13,80,Charters,6064,Dr Lena Edwards Academic Charter School,384,0,0,0,384,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6064,Dr Lena Edwards Academic Charter School,364,0,0,0,364,-20,-0.05208333333333337,NA,NA,-20,-0.05208333333333337,NA,NA
2014,2014-15,80,Charters,6064,Dr Lena Edwards Academic Charter School,369,0,0,0,369,5,0.013736263736263687,NA,NA,5,0.013736263736263687,NA,NA
2015,2015-16,80,Charters,6064,Dr Lena Edwards Academic Charter School,388,0,0,0,388,19,0.051490514905149,NA,NA,19,0.051490514905149,NA,NA
2016,2016-17,80,Charters,6064,Dr Lena Edwards Academic Charter School,387,0,0,0,387,-1,-0.002577319587628857,NA,NA,-1,-0.002577319587628857,NA,NA
2017,2017-18,80,Charters,6064,Dr Lena Edwards Academic Charter School,384,0,0,0,384,-3,-0.007751937984496138,NA,NA,-3,-0.007751937984496138,NA,NA
2018,2018-19,80,Charters,6064,Dr Lena Edwards Academic Charter School,393,0,0,0,393,9,0.0234375,NA,NA,9,0.0234375,NA,NA
2019,2019-20,80,Charters,6064,Dr Lena Edwards Academic Charter School,393,0,0,0,393,0,0,NA,NA,0,0,NA,NA
2020,2020-21,80,Charters,6064,Dr Lena Edwards Academic Charter School,391,0,0,0,391,-2,-0.0050890585241730735,NA,NA,-2,-0.0050890585241730735,NA,NA
2021,2021-22,80,Charters,6064,Dr Lena Edwards Academic Charter School,386,0,0,0,386,-5,-0.012787723785166238,NA,NA,-5,-0.012787723785166238,NA,NA
2022,2022-23,80,Charters,6064,Dr Lena Edwards Academic Charter School,380,0,0,0,380,-6,-0.015544041450777257,-4,-0.01041666666666663,-6,-0.015544041450777257,-4,-0.01041666666666663
2023,2023-24,80,Charters,6064,Dr Lena Edwards Academic Charter School,370,0,0,0,370,-10,-0.02631578947368418,6,0.016483516483516425,-10,-0.02631578947368418,6,0.016483516483516425
2012,2012-13,80,Charters,6067,Kingdom Cs Of Leadership,150,0,0,0,150,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6067,Kingdom Cs Of Leadership,181,0,0,0,181,31,0.20666666666666678,NA,NA,31,0.20666666666666678,NA,NA
2014,2014-15,80,Charters,6067,Kingdom Cs Of Leadership,201,0,0,0,201,20,0.11049723756906071,NA,NA,20,0.11049723756906071,NA,NA
2015,2015-16,80,Charters,6067,Kingdom Cs Of Leadership,197,0,0,0,197,-4,-0.01990049751243783,NA,NA,-4,-0.01990049751243783,NA,NA
2016,2016-17,80,Charters,6067,Kingdom Cs Of Leadership,209,0,0,0,209,12,0.060913705583756306,NA,NA,12,0.060913705583756306,NA,NA
2017,2017-18,80,Charters,6067,Kingdom Cs Of Leadership,211,0,0,0,211,2,0.009569377990430672,NA,NA,2,0.009569377990430672,NA,NA
2018,2018-19,80,Charters,6067,Kingdom Cs Of Leadership,185,0,0,0,185,-26,-0.12322274881516593,NA,NA,-26,-0.12322274881516593,NA,NA
2012,2012-13,80,Charters,6068,M E T S Charter School,396,0,0,0,396,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6068,M E T S Charter School,480,0,0,0,480,84,0.21212121212121215,NA,NA,84,0.21212121212121215,NA,NA
2014,2014-15,80,Charters,6068,M E T S Charter School,534,0,0,0,534,54,0.11250000000000004,NA,NA,54,0.11250000000000004,NA,NA
2015,2015-16,80,Charters,6068,M E T S Charter School,475,0,0,0,475,-59,-0.11048689138576784,NA,NA,-59,-0.11048689138576784,NA,NA
2016,2016-17,80,Charters,6068,M E T S Charter School,514,0,0,0,514,39,0.08210526315789468,NA,NA,39,0.08210526315789468,NA,NA
2017,2017-18,80,Charters,6068,M E T S Charter School,752,0,0,0,752,238,0.4630350194552528,NA,NA,238,0.4630350194552528,NA,NA
2018,2018-19,80,Charters,6068,M E T S Charter School,18,0,0,0,18,-734,-0.976063829787234,NA,NA,-734,-0.976063829787234,NA,NA
2019,2019-20,80,Charters,6068,M E T S Charter School,713,0,0,0,713,695,38.611111111111114,NA,NA,695,38.611111111111114,NA,NA
2012,2012-13,80,Charters,6069,Millville Public Charter School,135,0,0,0,135,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6069,Millville Public Charter School,180,0,0,0,180,45,0.33333333333333326,NA,NA,45,0.33333333333333326,NA,NA
2014,2014-15,80,Charters,6069,Millville Public Charter School,216,0,0,0,216,36,0.19999999999999996,NA,NA,36,0.19999999999999996,NA,NA
2015,2015-16,80,Charters,6069,Millville Public Charter School,249,0,0,0,249,33,0.15277777777777768,NA,NA,33,0.15277777777777768,NA,NA
2016,2016-17,80,Charters,6069,Millville Public Charter School,306,0,0,0,306,57,0.22891566265060237,NA,NA,57,0.22891566265060237,NA,NA
2017,2017-18,80,Charters,6069,Millville Public Charter School,302,0,0,0,302,-4,-0.013071895424836555,NA,NA,-4,-0.013071895424836555,NA,NA
2018,2018-19,80,Charters,6069,Millville Public Charter School,227,0,0,0,227,-75,-0.2483443708609272,NA,NA,-75,-0.2483443708609272,NA,NA
2019,2019-20,80,Charters,6069,Millville Public Charter School,247,0,0,0,247,20,0.08810572687224671,NA,NA,20,0.08810572687224671,NA,NA
2020,2020-21,80,Charters,6069,Millville Public Charter School,232,0,0,0,232,-15,-0.06072874493927127,NA,NA,-15,-0.06072874493927127,NA,NA
2021,2021-22,80,Charters,6069,Millville Public Charter School,285,0,0,0,285,53,0.22844827586206895,NA,NA,53,0.22844827586206895,NA,NA
2022,2022-23,80,Charters,6069,Millville Public Charter School,310,0,0,0,310,25,0.08771929824561409,175,1.2962962962962963,25,0.08771929824561409,175,1.2962962962962963
2023,2023-24,80,Charters,6069,Millville Public Charter School,328,0,0,0,328,18,0.058064516129032295,148,0.8222222222222222,18,0.058064516129032295,148,0.8222222222222222
2012,2012-13,80,Charters,6075,100 Legacy Academy Charter School,255,0,0,0,255,NA,NA,NA,NA,NA,NA,NA,NA
2012,2012-13,80,Charters,6076,Benjamin Banneker Preparatory Charter School,78,0,0,0,78,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6076,Benjamin Banneker Preparatory Charter School,149,0,0,0,149,71,0.9102564102564104,NA,NA,71,0.9102564102564104,NA,NA
2014,2014-15,80,Charters,6076,Benjamin Banneker Preparatory Charter School,147,0,0,0,147,-2,-0.01342281879194629,NA,NA,-2,-0.01342281879194629,NA,NA
2015,2015-16,80,Charters,6076,Benjamin Banneker Preparatory Charter School,144,0,0,0,144,-3,-0.020408163265306145,NA,NA,-3,-0.020408163265306145,NA,NA
2016,2016-17,80,Charters,6076,Benjamin Banneker Preparatory Charter School,176,0,0,0,176,32,0.22222222222222232,NA,NA,32,0.22222222222222232,NA,NA
2017,2017-18,80,Charters,6076,Benjamin Banneker Preparatory Charter School,189,0,0,0,189,13,0.07386363636363646,NA,NA,13,0.07386363636363646,NA,NA
2018,2018-19,80,Charters,6076,Benjamin Banneker Preparatory Charter School,360,0,0,0,360,171,0.9047619047619047,NA,NA,171,0.9047619047619047,NA,NA
2019,2019-20,80,Charters,6076,Benjamin Banneker Preparatory Charter School,360,0,0,0,360,0,0,NA,NA,0,0,NA,NA
2020,2020-21,80,Charters,6076,Benjamin Banneker Preparatory Charter School,358,0,0,0,358,-2,-0.005555555555555536,NA,NA,-2,-0.005555555555555536,NA,NA
2021,2021-22,80,Charters,6076,Benjamin Banneker Preparatory Charter School,360,0,0,0,360,2,0.005586592178770999,NA,NA,2,0.005586592178770999,NA,NA
2022,2022-23,80,Charters,6076,Benjamin Banneker Preparatory Charter School,359,0,0,0,359,-1,-0.002777777777777768,281,3.602564102564102,-1,-0.002777777777777768,281,3.602564102564102
2023,2023-24,80,Charters,6076,Benjamin Banneker Preparatory Charter School,360,0,0,0,360,1,0.0027855153203342198,211,1.4161073825503356,1,0.0027855153203342198,211,1.4161073825503356
2012,2012-13,80,Charters,6079,John P Holland Charter School School District,193,0,0,0,193,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6079,John P Holland Charter School School District,190,0,0,0,190,-3,-0.015544041450777257,NA,NA,-3,-0.015544041450777257,NA,NA
2014,2014-15,80,Charters,6079,John P Holland Charter School School District,199,0,0,0,199,9,0.047368421052631504,NA,NA,9,0.047368421052631504,NA,NA
2015,2015-16,80,Charters,6079,John P Holland Charter School School District,192,0,0,0,192,-7,-0.035175879396984966,NA,NA,-7,-0.035175879396984966,NA,NA
2016,2016-17,80,Charters,6079,John P Holland Charter School School District,207,0,0,0,207,15,0.078125,NA,NA,15,0.078125,NA,NA
2017,2017-18,80,Charters,6079,John P Holland Charter School School District,351,88,0,88,263,144,0.6956521739130435,NA,NA,56,0.27053140096618367,NA,NA
2018,2018-19,80,Charters,6079,John P Holland Charter School School District,423,94,0,94,329,72,0.20512820512820507,NA,NA,66,0.25095057034220525,NA,NA
2019,2019-20,80,Charters,6079,John P Holland Charter School School District,482,88,0,88,394,59,0.13947990543735234,NA,NA,65,0.19756838905775087,NA,NA
2020,2020-21,80,Charters,6079,John P Holland Charter School School District,548,90,0,90,458,66,0.13692946058091282,NA,NA,64,0.1624365482233503,NA,NA
2021,2021-22,80,Charters,6079,John P Holland Charter School School District,620,91,0,91,529,72,0.13138686131386867,NA,NA,71,0.15502183406113534,NA,NA
2022,2022-23,80,Charters,6079,John P Holland Charter School School District,688,89,0,89,599,68,0.10967741935483866,495,2.564766839378238,70,0.13232514177693755,406,2.1036269430051813
2023,2023-24,80,Charters,6079,John P Holland Charter School School District,742,91,0,91,651,54,0.07848837209302317,552,2.905263157894737,52,0.08681135225375636,461,2.4263157894736844
2012,2012-13,80,Charters,6080,Passaic Arts And Science Charter School,415,0,0,0,415,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6080,Passaic Arts And Science Charter School,479,0,0,0,479,64,0.15421686746987961,NA,NA,64,0.15421686746987961,NA,NA
2014,2014-15,80,Charters,6080,Passaic Arts And Science Charter School,536,0,0,0,536,57,0.1189979123173277,NA,NA,57,0.1189979123173277,NA,NA
2015,2015-16,80,Charters,6080,Passaic Arts And Science Charter School,730,0,0,0,730,194,0.3619402985074627,NA,NA,194,0.3619402985074627,NA,NA
2016,2016-17,80,Charters,6080,Passaic Arts And Science Charter School,864,0,0,0,864,134,0.18356164383561646,NA,NA,134,0.18356164383561646,NA,NA
2017,2017-18,80,Charters,6080,Passaic Arts And Science Charter School,1275,0,0,0,1275,411,0.4756944444444444,NA,NA,411,0.4756944444444444,NA,NA
2018,2018-19,80,Charters,6080,Passaic Arts And Science Charter School,1450,0,0,0,1450,175,0.13725490196078427,NA,NA,175,0.13725490196078427,NA,NA
2019,2019-20,80,Charters,6080,Passaic Arts And Science Charter School,1559,0,0,0,1559,109,0.07517241379310335,NA,NA,109,0.07517241379310335,NA,NA
2020,2020-21,80,Charters,6080,Passaic Arts And Science Charter School,1701,0,0,0,1701,142,0.09108402822321993,NA,NA,142,0.09108402822321993,NA,NA
2021,2021-22,80,Charters,6080,Passaic Arts And Science Charter School,1825,0,0,0,1825,124,0.07289829512051726,NA,NA,124,0.07289829512051726,NA,NA
2022,2022-23,80,Charters,6080,Passaic Arts And Science Charter School,1946,0,0,0,1946,121,0.06630136986301371,1531,3.6891566265060245,121,0.06630136986301371,1531,3.6891566265060245
2023,2023-24,80,Charters,6080,Passaic Arts And Science Charter School,2058,0,0,0,2058,112,0.05755395683453246,1579,3.296450939457203,112,0.05755395683453246,1579,3.296450939457203
2012,2012-13,80,Charters,6081,Thomas Edison Energysmart Charter School,210,0,0,0,210,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6081,Thomas Edison Energysmart Charter School,254,0,0,0,254,44,0.20952380952380945,NA,NA,44,0.20952380952380945,NA,NA
2014,2014-15,80,Charters,6081,Thomas Edison Energysmart Charter School,296,0,0,0,296,42,0.16535433070866135,NA,NA,42,0.16535433070866135,NA,NA
2015,2015-16,80,Charters,6081,Thomas Edison Energysmart Charter School,342,0,0,0,342,46,0.15540540540540548,NA,NA,46,0.15540540540540548,NA,NA
2016,2016-17,80,Charters,6081,Thomas Edison Energysmart Charter School,421,0,0,0,421,79,0.23099415204678353,NA,NA,79,0.23099415204678353,NA,NA
2017,2017-18,80,Charters,6081,Thomas Edison Energysmart Charter School,476,0,0,0,476,55,0.13064133016627077,NA,NA,55,0.13064133016627077,NA,NA
2018,2018-19,80,Charters,6081,Thomas Edison Energysmart Charter School,512,0,0,0,512,36,0.07563025210084029,NA,NA,36,0.07563025210084029,NA,NA
2019,2019-20,80,Charters,6081,Thomas Edison Energysmart Charter School,556,0,0,0,556,44,0.0859375,NA,NA,44,0.0859375,NA,NA
2020,2020-21,80,Charters,6081,Thomas Edison Energysmart Charter School,591,0,0,0,591,35,0.06294964028776984,NA,NA,35,0.06294964028776984,NA,NA
2021,2021-22,80,Charters,6081,Thomas Edison Energysmart Charter School,596,0,0,0,596,5,0.008460236886632888,NA,NA,5,0.008460236886632888,NA,NA
2022,2022-23,80,Charters,6081,Thomas Edison Energysmart Charter School,604,0,0,0,604,8,0.01342281879194629,394,1.8761904761904762,8,0.01342281879194629,394,1.8761904761904762
2023,2023-24,80,Charters,6081,Thomas Edison Energysmart Charter School,608,0,0,0,608,4,0.0066225165562914245,354,1.393700787401575,4,0.0066225165562914245,354,1.393700787401575
2012,2012-13,80,Charters,6082,Beloved Community Charter,355,0,0,0,355,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6082,Beloved Community Charter,479,0,0,0,479,124,0.3492957746478873,NA,NA,124,0.3492957746478873,NA,NA
2014,2014-15,80,Charters,6082,Beloved Community Charter,598,0,0,0,598,119,0.24843423799582465,NA,NA,119,0.24843423799582465,NA,NA
2015,2015-16,80,Charters,6082,Beloved Community Charter,720,0,0,0,720,122,0.2040133779264215,NA,NA,122,0.2040133779264215,NA,NA
2016,2016-17,80,Charters,6082,Beloved Community Charter,840,0,0,0,840,120,0.16666666666666674,NA,NA,120,0.16666666666666674,NA,NA
2017,2017-18,80,Charters,6082,Beloved Community Charter,959,0,0,0,959,119,0.1416666666666666,NA,NA,119,0.1416666666666666,NA,NA
2018,2018-19,80,Charters,6082,Beloved Community Charter,1079,0,0,0,1079,120,0.12513034410844637,NA,NA,120,0.12513034410844637,NA,NA
2019,2019-20,80,Charters,6082,Beloved Community Charter,1198,0,0,0,1198,119,0.1102873030583873,NA,NA,119,0.1102873030583873,NA,NA
2020,2020-21,80,Charters,6082,Beloved Community Charter,1311,0,0,0,1311,113,0.09432387312186985,NA,NA,113,0.09432387312186985,NA,NA
2021,2021-22,80,Charters,6082,Beloved Community Charter,1430,0,0,0,1430,119,0.09077040427154848,NA,NA,119,0.09077040427154848,NA,NA
2022,2022-23,80,Charters,6082,Beloved Community Charter,1551,0,0,0,1551,121,0.08461538461538454,1196,3.369014084507042,121,0.08461538461538454,1196,3.369014084507042
2023,2023-24,80,Charters,6082,Beloved Community Charter,1556,0,0,0,1556,5,0.003223726627981982,1077,2.2484342379958244,5,0.003223726627981982,1077,2.2484342379958244
2012,2012-13,80,Charters,6083,Knowledge A To Z Charter School,193,0,0,0,193,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6083,Knowledge A To Z Charter School,241,0,0,0,241,48,0.24870466321243523,NA,NA,48,0.24870466321243523,NA,NA
2014,2014-15,80,Charters,6083,Knowledge A To Z Charter School,320,0,0,0,320,79,0.3278008298755186,NA,NA,79,0.3278008298755186,NA,NA
2015,2015-16,80,Charters,6083,Knowledge A To Z Charter School,321,0,0,0,321,1,0.0031250000000000444,NA,NA,1,0.0031250000000000444,NA,NA
2013,2013-14,80,Charters,6086,Hope Community Charter School,102,0,0,0,102,NA,NA,NA,NA,NA,NA,NA,NA
2014,2014-15,80,Charters,6086,Hope Community Charter School,170,0,0,0,170,68,0.6666666666666667,NA,NA,68,0.6666666666666667,NA,NA
2015,2015-16,80,Charters,6086,Hope Community Charter School,180,0,0,0,180,10,0.05882352941176472,NA,NA,10,0.05882352941176472,NA,NA
2016,2016-17,80,Charters,6086,Hope Community Charter School,193,0,0,0,193,13,0.07222222222222219,NA,NA,13,0.07222222222222219,NA,NA
2017,2017-18,80,Charters,6086,Hope Community Charter School,206,0,0,0,206,13,0.06735751295336789,NA,NA,13,0.06735751295336789,NA,NA
2018,2018-19,80,Charters,6086,Hope Community Charter School,158,0,0,0,158,-48,-0.23300970873786409,NA,NA,-48,-0.23300970873786409,NA,NA
2019,2019-20,80,Charters,6086,Hope Community Charter School,125,0,0,0,125,-33,-0.2088607594936709,NA,NA,-33,-0.2088607594936709,NA,NA
2020,2020-21,80,Charters,6086,Hope Community Charter School,132,0,0,0,132,7,0.05600000000000005,NA,NA,7,0.05600000000000005,NA,NA
2021,2021-22,80,Charters,6086,Hope Community Charter School,147,0,0,0,147,15,0.11363636363636354,NA,NA,15,0.11363636363636354,NA,NA
2022,2022-23,80,Charters,6086,Hope Community Charter School,133,0,0,0,133,-14,-0.09523809523809523,NA,NA,-14,-0.09523809523809523,NA,NA
2023,2023-24,80,Charters,6086,Hope Community Charter School,142,0,0,0,142,9,0.06766917293233088,40,0.392156862745098,9,0.06766917293233088,40,0.392156862745098
2012,2012-13,80,Charters,6088,City Invincible Cs,267,0,0,0,267,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6088,City Invincible Cs,293,0,0,0,293,26,0.09737827715355807,NA,NA,26,0.09737827715355807,NA,NA
2013,2013-14,80,Charters,6089,Compass Academy Charter School,103,0,0,0,103,NA,NA,NA,NA,NA,NA,NA,NA
2014,2014-15,80,Charters,6089,Compass Academy Charter School,145,0,0,0,145,42,0.4077669902912622,NA,NA,42,0.4077669902912622,NA,NA
2015,2015-16,80,Charters,6089,Compass Academy Charter School,175,0,0,0,175,30,0.2068965517241379,NA,NA,30,0.2068965517241379,NA,NA
2016,2016-17,80,Charters,6089,Compass Academy Charter School,193,0,0,0,193,18,0.10285714285714276,NA,NA,18,0.10285714285714276,NA,NA
2017,2017-18,80,Charters,6089,Compass Academy Charter School,209,0,0,0,209,16,0.08290155440414515,NA,NA,16,0.08290155440414515,NA,NA
2018,2018-19,80,Charters,6089,Compass Academy Charter School,202,0,0,0,202,-7,-0.03349282296650713,NA,NA,-7,-0.03349282296650713,NA,NA
2019,2019-20,80,Charters,6089,Compass Academy Charter School,185,0,0,0,185,-17,-0.08415841584158412,NA,NA,-17,-0.08415841584158412,NA,NA
2020,2020-21,80,Charters,6089,Compass Academy Charter School,188,1,0,1,187,3,0.016216216216216273,NA,NA,2,0.0108108108108107,NA,NA
2021,2021-22,80,Charters,6089,Compass Academy Charter School,189,11,0,11,178,1,0.005319148936170137,NA,NA,-9,-0.048128342245989275,NA,NA
2022,2022-23,80,Charters,6089,Compass Academy Charter School,176,10,0,10,166,-13,-0.06878306878306883,NA,NA,-12,-0.0674157303370787,NA,NA
2023,2023-24,80,Charters,6089,Compass Academy Charter School,186,11,0,11,175,10,0.05681818181818188,83,0.8058252427184467,9,0.054216867469879526,72,0.6990291262135921
2012,2012-13,80,Charters,6090,Paulo Freire Charter School,61,0,0,0,61,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6090,Paulo Freire Charter School,125,0,0,0,125,64,1.0491803278688523,NA,NA,64,1.0491803278688523,NA,NA
2014,2014-15,80,Charters,6090,Paulo Freire Charter School,197,0,0,0,197,72,0.5760000000000001,NA,NA,72,0.5760000000000001,NA,NA
2015,2015-16,80,Charters,6090,Paulo Freire Charter School,269,0,0,0,269,72,0.36548223350253806,NA,NA,72,0.36548223350253806,NA,NA
2016,2016-17,80,Charters,6090,Paulo Freire Charter School,267,0,0,0,267,-2,-0.0074349442379182396,NA,NA,-2,-0.0074349442379182396,NA,NA
2012,2012-13,80,Charters,6091,Merit Prep Cs Of Newark,81,0,0,0,81,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,80,Charters,6091,Merit Prep Cs Of Newark,231,0,0,0,231,150,1.8518518518518516,NA,NA,150,1.8518518518518516,NA,NA
2014,2014-15,80,Charters,6091,Merit Prep Cs Of Newark,327,0,0,0,327,96,0.4155844155844155,NA,NA,96,0.4155844155844155,NA,NA
2015,2015-16,80,Charters,6091,Merit Prep Cs Of Newark,368,0,0,0,368,41,0.12538226299694188,NA,NA,41,0.12538226299694188,NA,NA
2016,2016-17,80,Charters,6091,Merit Prep Cs Of Newark,494,0,0,0,494,126,0.34239130434782616,NA,NA,126,0.34239130434782616,NA,NA
2013,2013-14,80,Charters,6093,Jersey City Global Charter School,103,0,0,0,103,NA,NA,NA,NA,NA,NA,NA,NA
2014,2014-15,80,Charters,6093,Jersey City Global Charter School,233,0,0,0,233,130,1.262135922330097,NA,NA,130,1.262135922330097,NA,NA
2015,2015-16,80,Charters,6093,Jersey City Global Charter School,319,0,0,0,319,86,0.36909871244635184,NA,NA,86,0.36909871244635184,NA,NA
2016,2016-17,80,Charters,6093,Jersey City Global Charter School,371,0,0,0,371,52,0.1630094043887147,NA,NA,52,0.1630094043887147,NA,NA
2017,2017-18,80,Charters,6093,Jersey City Global Charter School,383,0,0,0,383,12,0.032345013477088846,NA,NA,12,0.032345013477088846,NA,NA
