YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,TOTAL_ENROLLMENT,CHG,PCT_CHG,CHG_10Y,PCT_CHG_10Y
2020,2020-21,03,Bergen,3730,Northvale Public School District,519,-9,-0.017045454545454586,NA,NA
2021,2021-22,03,Bergen,3730,Northvale Public School District,527,8,0.015414258188824581,NA,NA
2022,2022-23,03,Bergen,3730,Northvale Public School District,533,6,0.011385199240986799,59,0.12447257383966237
2013,2013-14,03,Bergen,3740,Norwood Boro,589,NA,NA,NA,NA
2014,2014-15,03,Bergen,3740,Norwood Boro,586,-3,-0.005093378607809895,NA,NA
2015,2015-16,03,Bergen,3740,Norwood Boro,579,-7,-0.011945392491467532,NA,NA
2016,2016-17,03,Bergen,3740,Norwood Boro,613,34,0.058721934369602824,NA,NA
2017,2017-18,03,Bergen,3740,Norwood Boro,598,-15,-0.024469820554649302,NA,NA
2018,2018-19,03,Bergen,3740,Norwood Boro,605,7,0.0117056856187292,NA,NA
2019,2019-20,03,Bergen,3740,Norwood Boro,597,-8,-0.013223140495867813,NA,NA
2020,2020-21,03,Bergen,3740,Norwood Public School District,608,11,0.018425460636515956,NA,NA
2021,2021-22,03,Bergen,3740,Norwood Public School District,613,5,0.008223684210526327,NA,NA
2022,2022-23,03,Bergen,3740,Norwood Public School District,610,-3,-0.004893964110929905,21,0.035653650254668934
2013,2013-14,03,Bergen,3760,Oakland Boro,1598,NA,NA,NA,NA
2014,2014-15,03,Bergen,3760,Oakland Boro,1551,-47,-0.02941176470588236,NA,NA
2015,2015-16,03,Bergen,3760,Oakland Boro,1475,-76,-0.04900064474532562,NA,NA
2016,2016-17,03,Bergen,3760,Oakland Boro,1422,-53,-0.0359322033898305,NA,NA
2017,2017-18,03,Bergen,3760,Oakland Boro,1375,-47,-0.03305203938115331,NA,NA
2018,2018-19,03,Bergen,3760,Oakland Boro,1333,-42,-0.030545454545454542,NA,NA
2019,2019-20,03,Bergen,3760,Oakland Boro,1329,-4,-0.0030007501875468634,NA,NA
2020,2020-21,03,Bergen,3760,Oakland Public School District,1299,-30,-0.02257336343115124,NA,NA
2021,2021-22,03,Bergen,3760,Oakland Public School District,1240,-59,-0.04541955350269433,NA,NA
2022,2022-23,03,Bergen,3760,Oakland Public School District,1294,54,0.04354838709677411,-304,-0.1902377972465582
2013,2013-14,03,Bergen,3850,Old Tappan Boro,753,NA,NA,NA,NA
2014,2014-15,03,Bergen,3850,Old Tappan Boro,738,-15,-0.019920318725099584,NA,NA
2015,2015-16,03,Bergen,3850,Old Tappan Boro,704,-34,-0.046070460704607075,NA,NA
2016,2016-17,03,Bergen,3850,Old Tappan Boro,681,-23,-0.032670454545454586,NA,NA
2017,2017-18,03,Bergen,3850,Old Tappan Boro,655,-26,-0.038179148311306865,NA,NA
2018,2018-19,03,Bergen,3850,Old Tappan Boro,640,-15,-0.022900763358778664,NA,NA
2019,2019-20,03,Bergen,3850,Old Tappan Boro,660,20,0.03125,NA,NA
2020,2020-21,03,Bergen,3850,Old Tappan Public School District,651,-9,-0.013636363636363669,NA,NA
2021,2021-22,03,Bergen,3850,Old Tappan Public School District,707,56,0.08602150537634401,NA,NA
2022,2022-23,03,Bergen,3850,Old Tappan Public School District,731,24,0.03394625176803401,-22,-0.02921646746347939
2013,2013-14,03,Bergen,3870,Oradell Boro,769,NA,NA,NA,NA
2014,2014-15,03,Bergen,3870,Oradell Boro,732,-37,-0.04811443433029905,NA,NA
2015,2015-16,03,Bergen,3870,Oradell Boro,756,24,0.032786885245901676,NA,NA
2016,2016-17,03,Bergen,3870,Oradell Boro,771,15,0.01984126984126977,NA,NA
2017,2017-18,03,Bergen,3870,Oradell Boro,753,-18,-0.023346303501945553,NA,NA
2018,2018-19,03,Bergen,3870,Oradell Boro,764,11,0.014608233731739695,NA,NA
2019,2019-20,03,Bergen,3870,Oradell Boro,758,-6,-0.007853403141361293,NA,NA
2020,2020-21,03,Bergen,3870,Oradell Public School District,738,-20,-0.02638522427440637,NA,NA
2021,2021-22,03,Bergen,3870,Oradell Public School District,781,43,0.05826558265582649,NA,NA
2022,2022-23,03,Bergen,3870,Oradell Public School District,804,23,0.0294494238156211,35,0.04551365409622887
2013,2013-14,03,Bergen,3910,Palisades Park,1617,NA,NA,NA,NA
2014,2014-15,03,Bergen,3910,Palisades Park,1603,-14,-0.008658008658008698,NA,NA
2015,2015-16,03,Bergen,3910,Palisades Park,1659,56,0.03493449781659397,NA,NA
2016,2016-17,03,Bergen,3910,Palisades Park,1648,-11,-0.006630500301386344,NA,NA
2017,2017-18,03,Bergen,3910,Palisades Park,1718,70,0.04247572815533984,NA,NA
2018,2018-19,03,Bergen,3910,Palisades Park,0,-1718,-1,NA,NA
2019,2019-20,03,Bergen,3910,Palisades Park,1828,1828,Inf,NA,NA
2020,2020-21,03,Bergen,3910,Palisades Park School District,1729,-99,-0.05415754923413563,NA,NA
2021,2021-22,03,Bergen,3910,Palisades Park School District,1640,-89,-0.05147484094852517,NA,NA
2022,2022-23,03,Bergen,3910,Palisades Park School District,1756,116,0.07073170731707323,139,0.08596165739022887
2013,2013-14,03,Bergen,3930,Paramus Boro,3926,NA,NA,NA,NA
2014,2014-15,03,Bergen,3930,Paramus Boro,3917,-9,-0.002292409577177801,NA,NA
2015,2015-16,03,Bergen,3930,Paramus Boro,3882.5,-34.5,-0.008807761041613515,NA,NA
2016,2016-17,03,Bergen,3930,Paramus Boro,3802,-80.5,-0.02073406310367032,NA,NA
2017,2017-18,03,Bergen,3930,Paramus Boro,3767.5,-34.5,-0.009074171488690164,NA,NA
2018,2018-19,03,Bergen,3930,Paramus Boro,3770.5,3,7.962840079629441e-4,NA,NA
2019,2019-20,03,Bergen,3930,Paramus Boro,3721,-49.5,-0.013128232329929768,NA,NA
2020,2020-21,03,Bergen,3930,Paramus Public School District,3594,-127,-0.03413061005106155,NA,NA
2021,2021-22,03,Bergen,3930,Paramus Public School District,3631.5,37.5,0.01043405676126885,NA,NA
2022,2022-23,03,Bergen,3930,Paramus Public School District,3609,-22.5,-0.006195786864931829,-317,-0.08074375955170654
2013,2013-14,03,Bergen,3940,Park Ridge Boro,1285.5,NA,NA,NA,NA
2014,2014-15,03,Bergen,3940,Park Ridge Boro,1271,-14.5,-0.011279657720731251,NA,NA
2015,2015-16,03,Bergen,3940,Park Ridge Boro,1212.5,-58.5,-0.04602675059008654,NA,NA
2016,2016-17,03,Bergen,3940,Park Ridge Boro,1227.5,15,0.012371134020618513,NA,NA
2017,2017-18,03,Bergen,3940,Park Ridge Boro,1207,-20.5,-0.016700610997963383,NA,NA
2018,2018-19,03,Bergen,3940,Park Ridge Boro,1207,0,0,NA,NA
2019,2019-20,03,Bergen,3940,Park Ridge Boro,1224,17,0.014084507042253502,NA,NA
2020,2020-21,03,Bergen,3940,Park Ridge School District,1218,-6,-0.004901960784313708,NA,NA
2021,2021-22,03,Bergen,3940,Park Ridge School District,1202,-16,-0.013136288998357948,NA,NA
2022,2022-23,03,Bergen,3940,Park Ridge School District,1183,-19,-0.01580698835274541,-102.5,-0.0797355114741346
2013,2013-14,03,Bergen,3960,Pascack Valley Regional,2057,NA,NA,NA,NA
2014,2014-15,03,Bergen,3960,Pascack Valley Regional,2027.5,-29.5,-0.014341273699562507,NA,NA
2015,2015-16,03,Bergen,3960,Pascack Valley Regional,2061,33.5,0.016522811344019672,NA,NA
2016,2016-17,03,Bergen,3960,Pascack Valley Regional,2032,-29,-0.014070839398350299,NA,NA
2017,2017-18,03,Bergen,3960,Pascack Valley Regional,2022,-10,-0.004921259842519676,NA,NA
2018,2018-19,03,Bergen,3960,Pascack Valley Regional,2059,37,0.018298714144411532,NA,NA
2019,2019-20,03,Bergen,3960,Pascack Valley Regional,1957,-102,-0.04953861097620205,NA,NA
2020,2020-21,03,Bergen,3960,Pascack Valley Regional High School District,1916,-41,-0.020950434338272816,NA,NA
2021,2021-22,03,Bergen,3960,Pascack Valley Regional High School District,1849.5,-66.5,-0.03470772442588721,NA,NA
2022,2022-23,03,Bergen,3960,Pascack Valley Regional High School District,1763.5,-86,-0.046499053798323864,-293.5,-0.14268351968886728
2013,2013-14,03,Bergen,4300,Ramapo-Indian Hill Reg,2308,NA,NA,NA,NA
2014,2014-15,03,Bergen,4300,Ramapo-Indian Hill Reg,2313,5,0.002166377816291254,NA,NA
2015,2015-16,03,Bergen,4300,Ramapo-Indian Hill Reg,2275,-38,-0.016428880242109867,NA,NA
2016,2016-17,03,Bergen,4300,Ramapo-Indian Hill Reg,2273.5,-1.5,-6.593406593407014e-4,NA,NA
2017,2017-18,03,Bergen,4300,Ramapo-Indian Hill Reg,2282.5,9,0.003958654057620414,NA,NA
2018,2018-19,03,Bergen,4300,Ramapo-Indian Hill Reg,2282.5,0,0,NA,NA
2019,2019-20,03,Bergen,4300,Ramapo-Indian Hill Reg,2230.5,-52,-0.022782037239868602,NA,NA
2020,2020-21,03,Bergen,4300,Ramapo Indian Hills Regional High School District,2203.5,-27,-0.012104909213180859,NA,NA
2021,2021-22,03,Bergen,4300,Ramapo Indian Hills Regional High School District,2076.5,-127,-0.05763557975947353,NA,NA
2022,2022-23,03,Bergen,4300,Ramapo Indian Hills Regional High School District,1978,-98.5,-0.047435588731037814,-330,-0.14298093587521665
2013,2013-14,03,Bergen,4310,Ramsey Boro,2934,NA,NA,NA,NA
2014,2014-15,03,Bergen,4310,Ramsey Boro,2855,-79,-0.02692569870483985,NA,NA
2015,2015-16,03,Bergen,4310,Ramsey Boro,2832,-23,-0.008056042031523658,NA,NA
2016,2016-17,03,Bergen,4310,Ramsey Boro,2768,-64,-0.02259887005649719,NA,NA
2017,2017-18,03,Bergen,4310,Ramsey Boro,2767,-1,-3.6127167630062296e-4,NA,NA
2018,2018-19,03,Bergen,4310,Ramsey Boro,2733,-34,-0.012287676183592389,NA,NA
2019,2019-20,03,Bergen,4310,Ramsey Boro,2671,-62,-0.022685693377241134,NA,NA
2020,2020-21,03,Bergen,4310,Ramsey School District,2581,-90,-0.03369524522650691,NA,NA
2021,2021-22,03,Bergen,4310,Ramsey School District,2562,-19,-0.007361487795428112,NA,NA
2022,2022-23,03,Bergen,4310,Ramsey School District,2476,-86,-0.0335675253708041,-458,-0.15610088616223583
2013,2013-14,03,Bergen,4370,Ridgefield Boro,1766.5,NA,NA,NA,NA
2014,2014-15,03,Bergen,4370,Ridgefield Boro,1729,-37.5,-0.021228417775261854,NA,NA
2015,2015-16,03,Bergen,4370,Ridgefield Boro,1699,-30,-0.017351069982648903,NA,NA
2016,2016-17,03,Bergen,4370,Ridgefield Boro,1670.5,-28.5,-0.01677457327839904,NA,NA
2017,2017-18,03,Bergen,4370,Ridgefield Boro,1655.5,-15,-0.008979347500748247,NA,NA
2018,2018-19,03,Bergen,4370,Ridgefield Boro,1672,16.5,0.009966777408637828,NA,NA
2019,2019-20,03,Bergen,4370,Ridgefield Boro,1658,-14,-0.00837320574162681,NA,NA
2020,2020-21,03,Bergen,4370,Ridgefield School District,1601,-57,-0.03437876960192998,NA,NA
2021,2021-22,03,Bergen,4370,Ridgefield School District,1528,-73,-0.04559650218613365,NA,NA
2022,2022-23,03,Bergen,4370,Ridgefield School District,1576,48,0.03141361256544495,-190.5,-0.10784036229833005
2013,2013-14,03,Bergen,4380,Ridgefield Park Twp,2318,NA,NA,NA,NA
2014,2014-15,03,Bergen,4380,Ridgefield Park Twp,2348.5,30.5,0.013157894736842035,NA,NA
2015,2015-16,03,Bergen,4380,Ridgefield Park Twp,2380,31.5,0.013412816691505292,NA,NA
2016,2016-17,03,Bergen,4380,Ridgefield Park Twp,2338,-42,-0.01764705882352946,NA,NA
2017,2017-18,03,Bergen,4380,Ridgefield Park Twp,2303.5,-34.5,-0.01475620188195037,NA,NA
2018,2018-19,03,Bergen,4380,Ridgefield Park Twp,2221.5,-82,-0.035598003038853965,NA,NA
2019,2019-20,03,Bergen,4380,Ridgefield Park Twp,2202.5,-19,-0.008552779653387299,NA,NA
2020,2020-21,03,Bergen,4380,Ridgefield Park Public School District,2143.5,-59,-0.026787741203178173,NA,NA
2021,2021-22,03,Bergen,4380,Ridgefield Park Public School District,2080.5,-63,-0.02939118264520646,NA,NA
2022,2022-23,03,Bergen,4380,Ridgefield Park Public School District,2064.5,-16,-0.007690459024273011,-253.5,-0.1093615185504746
2013,2013-14,03,Bergen,4390,Ridgewood Village,5721.5,NA,NA,NA,NA
2014,2014-15,03,Bergen,4390,Ridgewood Village,5673.5,-48,-0.008389408371930474,NA,NA
2015,2015-16,03,Bergen,4390,Ridgewood Village,5639.5,-34,-0.005992773420287256,NA,NA
2016,2016-17,03,Bergen,4390,Ridgewood Village,5643,3.5,6.206223956024548e-4,NA,NA
2017,2017-18,03,Bergen,4390,Ridgewood Village,5653,10,0.0017721070352649804,NA,NA
2018,2018-19,03,Bergen,4390,Ridgewood Village,5675.5,22.5,0.00398018751105611,NA,NA
2019,2019-20,03,Bergen,4390,Ridgewood Village,5710,34.5,0.0060787595806537364,NA,NA
2020,2020-21,03,Bergen,4390,Ridgewood Public School District,5555,-155,-0.027145359019264403,NA,NA
2021,2021-22,03,Bergen,4390,Ridgewood Public School District,5569,14,0.002520252025202563,NA,NA
2022,2022-23,03,Bergen,4390,Ridgewood Public School District,5514,-55,-0.009876099838391106,-207.5,-0.036266713274490936
2013,2013-14,03,Bergen,4405,River Dell Regional,1663,NA,NA,NA,NA
2014,2014-15,03,Bergen,4405,River Dell Regional,1671.5,8.5,0.005111244738424503,NA,NA
2015,2015-16,03,Bergen,4405,River Dell Regional,1642,-29.5,-0.017648818426562962,NA,NA
2016,2016-17,03,Bergen,4405,River Dell Regional,1623.5,-18.5,-0.011266747868453053,NA,NA
2017,2017-18,03,Bergen,4405,River Dell Regional,1614.5,-9,-0.00554357868801969,NA,NA
2018,2018-19,03,Bergen,4405,River Dell Regional,1582,-32.5,-0.02013007122948285,NA,NA
2019,2019-20,03,Bergen,4405,River Dell Regional,1612,30,0.01896333754740831,NA,NA
2020,2020-21,03,Bergen,4405,River Dell Regional School District,1595.5,-16.5,-0.010235732009925558,NA,NA
2021,2021-22,03,Bergen,4405,River Dell Regional School District,1586.5,-9,-0.0056408649326230575,NA,NA
2022,2022-23,03,Bergen,4405,River Dell Regional School District,1567.5,-19,-0.0119760479041916,-95.5,-0.057426337943475625
2013,2013-14,03,Bergen,4410,River Edge Boro,1159,NA,NA,NA,NA
2014,2014-15,03,Bergen,4410,River Edge Boro,1202,43,0.0371009490940466,NA,NA
2015,2015-16,03,Bergen,4410,River Edge Boro,1171,-31,-0.02579034941763725,NA,NA
2016,2016-17,03,Bergen,4410,River Edge Boro,1189,18,0.015371477369769515,NA,NA
2017,2017-18,03,Bergen,4410,River Edge Boro,1194,5,0.00420521446593769,NA,NA
2018,2018-19,03,Bergen,4410,River Edge Boro,1238,44,0.03685092127303191,NA,NA
2019,2019-20,03,Bergen,4410,River Edge Boro,1253,15,0.012116316639741553,NA,NA
2020,2020-21,03,Bergen,4410,River Edge School District,1250,-3,-0.002394253790901857,NA,NA
2021,2021-22,03,Bergen,4410,River Edge School District,1170,-80,-0.06399999999999995,NA,NA
2022,2022-23,03,Bergen,4410,River Edge School District,1191,21,0.017948717948717885,32,0.02761000862812768
2013,2013-14,03,Bergen,4430,River Vale Twp,1264,NA,NA,NA,NA
2014,2014-15,03,Bergen,4430,River Vale Twp,1223,-41,-0.032436708860759444,NA,NA
2015,2015-16,03,Bergen,4430,River Vale Twp,1183,-40,-0.03270645952575635,NA,NA
2016,2016-17,03,Bergen,4430,River Vale Twp,1157,-26,-0.02197802197802201,NA,NA
2017,2017-18,03,Bergen,4430,River Vale Twp,1134,-23,-0.019878997407087318,NA,NA
2018,2018-19,03,Bergen,4430,River Vale Twp,1106,-28,-0.024691358024691357,NA,NA
2019,2019-20,03,Bergen,4430,River Vale Twp,1091,-15,-0.013562386980108476,NA,NA
2020,2020-21,03,Bergen,4430,River Vale Public School District,1057,-34,-0.031164069660861604,NA,NA
2021,2021-22,03,Bergen,4430,River Vale Public School District,1013,-44,-0.04162724692526021,NA,NA
2022,2022-23,03,Bergen,4430,River Vale Public School District,1008,-5,-0.0049358341559723184,-256,-0.20253164556962022
2013,2013-14,03,Bergen,4470,Rochelle Park Twp,455,NA,NA,NA,NA
2014,2014-15,03,Bergen,4470,Rochelle Park Twp,465,10,0.0219780219780219,NA,NA
2015,2015-16,03,Bergen,4470,Rochelle Park Twp,475,10,0.021505376344086002,NA,NA
2016,2016-17,03,Bergen,4470,Rochelle Park Twp,499,24,0.05052631578947375,NA,NA
2017,2017-18,03,Bergen,4470,Rochelle Park Twp,477,-22,-0.044088176352705455,NA,NA
2018,2018-19,03,Bergen,4470,Rochelle Park Twp,506,29,0.06079664570230614,NA,NA
2019,2019-20,03,Bergen,4470,Rochelle Park Twp,508,2,0.0039525691699604515,NA,NA
2020,2020-21,03,Bergen,4470,Rochelle Park School District,484,-24,-0.047244094488189003,NA,NA
2021,2021-22,03,Bergen,4470,Rochelle Park School District,521,37,0.07644628099173545,NA,NA
2022,2022-23,03,Bergen,4470,Rochelle Park School District,494,-27,-0.051823416506717845,39,0.08571428571428563
2013,2013-14,03,Bergen,4600,Rutherford Boro,2488,NA,NA,NA,NA
2014,2014-15,03,Bergen,4600,Rutherford Boro,2501.5,13.5,0.005426045016077241,NA,NA
2015,2015-16,03,Bergen,4600,Rutherford Boro,2460.5,-41,-0.01639016590045972,NA,NA
2016,2016-17,03,Bergen,4600,Rutherford Boro,2559,98.5,0.04003251371672434,NA,NA
2017,2017-18,03,Bergen,4600,Rutherford Boro,2589,30,0.011723329425556761,NA,NA
2018,2018-19,03,Bergen,4600,Rutherford Boro,2594.5,5.5,0.002124372344534553,NA,NA
2019,2019-20,03,Bergen,4600,Rutherford Boro,2595,0.5,1.9271535941411955e-4,NA,NA
2020,2020-21,03,Bergen,4600,Rutherford School District,2514.5,-80.5,-0.031021194605009628,NA,NA
2021,2021-22,03,Bergen,4600,Rutherford School District,2484,-30.5,-0.012129648041360075,NA,NA
2022,2022-23,03,Bergen,4600,Rutherford School District,2507.5,23.5,0.009460547504025696,19.5,0.007837620578778237
2013,2013-14,03,Bergen,4610,Saddle Brook Twp,1651.5,NA,NA,NA,NA
2014,2014-15,03,Bergen,4610,Saddle Brook Twp,1668,16.5,0.009990917347865613,NA,NA
2015,2015-16,03,Bergen,4610,Saddle Brook Twp,1710.5,42.5,0.02547961630695439,NA,NA
2016,2016-17,03,Bergen,4610,Saddle Brook Twp,1681.5,-29,-0.01695410698626132,NA,NA
2017,2017-18,03,Bergen,4610,Saddle Brook Twp,1714,32.5,0.019327980969372494,NA,NA
2018,2018-19,03,Bergen,4610,Saddle Brook Twp,1746.5,32.5,0.018961493582263733,NA,NA
2019,2019-20,03,Bergen,4610,Saddle Brook Twp,1754,7.5,0.004294302891497237,NA,NA
2020,2020-21,03,Bergen,4610,Saddle Brook School District,1651.5,-102.5,-0.05843785632839227,NA,NA
2021,2021-22,03,Bergen,4610,Saddle Brook School District,1676.5,25,0.015137753557372013,NA,NA
2022,2022-23,03,Bergen,4610,Saddle Brook School District,1793.5,117,0.06978824932895922,142,0.08598244020587353
2013,2013-14,03,Bergen,4620,Saddle River Boro,201,NA,NA,NA,NA
2014,2014-15,03,Bergen,4620,Saddle River Boro,187,-14,-0.06965174129353235,NA,NA
2015,2015-16,03,Bergen,4620,Saddle River Boro,178,-9,-0.048128342245989275,NA,NA
2016,2016-17,03,Bergen,4620,Saddle River Boro,150,-28,-0.1573033707865169,NA,NA
2017,2017-18,03,Bergen,4620,Saddle River Boro,147,-3,-0.020000000000000018,NA,NA
2018,2018-19,03,Bergen,4620,Saddle River Boro,162,15,0.1020408163265305,NA,NA
2019,2019-20,03,Bergen,4620,Saddle River Boro,149,-13,-0.08024691358024694,NA,NA
2020,2020-21,03,Bergen,4620,Saddle River School District,129,-20,-0.13422818791946312,NA,NA
2021,2021-22,03,Bergen,4620,Saddle River School District,120,-9,-0.06976744186046513,NA,NA
2022,2022-23,03,Bergen,4620,Saddle River School District,107,-13,-0.10833333333333328,-94,-0.46766169154228854
2013,2013-14,03,Bergen,4845,South Bergen Jointure Com,294,NA,NA,NA,NA
2014,2014-15,03,Bergen,4845,South Bergen Jointure Com,311,17,0.05782312925170063,NA,NA
2015,2015-16,03,Bergen,4845,South Bergen Jointure Com,343,32,0.10289389067524124,NA,NA
2016,2016-17,03,Bergen,4845,South Bergen Jointure Com,276,-67,-0.19533527696793007,NA,NA
2017,2017-18,03,Bergen,4845,South Bergen Jointure Com,297,21,0.07608695652173902,NA,NA
2018,2018-19,03,Bergen,4845,South Bergen Jointure Com,331,34,0.1144781144781144,NA,NA
2019,2019-20,03,Bergen,4845,South Bergen Jointure Com,352,21,0.06344410876132933,NA,NA
2020,2020-21,03,Bergen,4845,South  Bergen Jointure Commission School District,340,-12,-0.03409090909090906,NA,NA
2021,2021-22,03,Bergen,4845,South  Bergen Jointure Commission School District,317,-23,-0.0676470588235294,NA,NA
2022,2022-23,03,Bergen,4845,South  Bergen Jointure Commission School District,311,-6,-0.018927444794952675,17,0.05782312925170063
2013,2013-14,03,Bergen,4870,South Hackensack Twp,253,NA,NA,NA,NA
2014,2014-15,03,Bergen,4870,South Hackensack Twp,251,-2,-0.007905138339920903,NA,NA
2015,2015-16,03,Bergen,4870,South Hackensack Twp,244,-7,-0.027888446215139417,NA,NA
2016,2016-17,03,Bergen,4870,South Hackensack Twp,275,31,0.12704918032786883,NA,NA
2017,2017-18,03,Bergen,4870,South Hackensack Twp,288,13,0.047272727272727355,NA,NA
2018,2018-19,03,Bergen,4870,South Hackensack Twp,281,-7,-0.02430555555555558,NA,NA
2019,2019-20,03,Bergen,4870,South Hackensack Twp,286,5,0.017793594306049876,NA,NA
2020,2020-21,03,Bergen,4870,South Hackensack School District,273,-13,-0.045454545454545414,NA,NA
2021,2021-22,03,Bergen,4870,South Hackensack School District,262,-11,-0.04029304029304026,NA,NA
2022,2022-23,03,Bergen,4870,South Hackensack School District,246,-16,-0.06106870229007633,-7,-0.02766798418972327
2013,2013-14,03,Bergen,5150,Teaneck Twp,3702,NA,NA,NA,NA
2014,2014-15,03,Bergen,5150,Teaneck Twp,3614,-88,-0.02377093462992974,NA,NA
2015,2015-16,03,Bergen,5150,Teaneck Twp,3646.5,32.5,0.008992805755395628,NA,NA
2016,2016-17,03,Bergen,5150,Teaneck Twp,3552.5,-94,-0.025778143425202238,NA,NA
2017,2017-18,03,Bergen,5150,Teaneck Twp,3584.5,32,0.009007741027445393,NA,NA
2018,2018-19,03,Bergen,5150,Teaneck Twp,3509,-75.5,-0.021062909750313885,NA,NA
2019,2019-20,03,Bergen,5150,Teaneck Twp,3627,118,0.03362781419207761,NA,NA
2020,2020-21,03,Bergen,5150,Teaneck School District,3704,77,0.021229666390956803,NA,NA
2021,2021-22,03,Bergen,5150,Teaneck School District,3623.5,-80.5,-0.021733261339092924,NA,NA
2022,2022-23,03,Bergen,5150,Teaneck School District,3721.5,98,0.027045674072029735,19.5,0.005267423014586603
2013,2013-14,03,Bergen,5160,Tenafly Boro,3584,NA,NA,NA,NA
2014,2014-15,03,Bergen,5160,Tenafly Boro,3597,13,0.0036272321428572063,NA,NA
2015,2015-16,03,Bergen,5160,Tenafly Boro,3605,8,0.0022240756185709643,NA,NA
2016,2016-17,03,Bergen,5160,Tenafly Boro,3615,10,0.00277392510402219,NA,NA
2017,2017-18,03,Bergen,5160,Tenafly Boro,3666,51,0.014107883817427336,NA,NA
2018,2018-19,03,Bergen,5160,Tenafly Boro,3683,17,0.004637206764866342,NA,NA
2019,2019-20,03,Bergen,5160,Tenafly Boro,3660,-23,-0.006244909041542179,NA,NA
2020,2020-21,03,Bergen,5160,Tenafly Public School District,3512,-148,-0.040437158469945333,NA,NA
2021,2021-22,03,Bergen,5160,Tenafly Public School District,3477,-35,-0.009965831435079675,NA,NA
2022,2022-23,03,Bergen,5160,Tenafly Public School District,3479,2,5.752085130859008e-4,-105,-0.029296875
2013,2013-14,03,Bergen,5330,Upper Saddle River Boro,1305,NA,NA,NA,NA
2014,2014-15,03,Bergen,5330,Upper Saddle River Boro,1248,-57,-0.04367816091954024,NA,NA
2015,2015-16,03,Bergen,5330,Upper Saddle River Boro,1229,-19,-0.01522435897435892,NA,NA
2016,2016-17,03,Bergen,5330,Upper Saddle River Boro,1200,-29,-0.02359641985353944,NA,NA
2017,2017-18,03,Bergen,5330,Upper Saddle River Boro,1171,-29,-0.02416666666666667,NA,NA
2018,2018-19,03,Bergen,5330,Upper Saddle River Boro,1117,-54,-0.04611443210930832,NA,NA
2019,2019-20,03,Bergen,5330,Upper Saddle River Boro,1099,-18,-0.0161145926589078,NA,NA
2020,2020-21,03,Bergen,5330,Upper Saddle River School District,1099,0,0,NA,NA
2021,2021-22,03,Bergen,5330,Upper Saddle River School District,1119,20,0.018198362147406666,NA,NA
2022,2022-23,03,Bergen,5330,Upper Saddle River School District,1113,-6,-0.00536193029490617,-192,-0.1471264367816092
2013,2013-14,03,Bergen,5410,Waldwick Boro,1592,NA,NA,NA,NA
2014,2014-15,03,Bergen,5410,Waldwick Boro,1582.5,-9.5,-0.0059673366834170904,NA,NA
2015,2015-16,03,Bergen,5410,Waldwick Boro,1557.5,-25,-0.01579778830963663,NA,NA
2016,2016-17,03,Bergen,5410,Waldwick Boro,1574,16.5,0.010593900481540963,NA,NA
2017,2017-18,03,Bergen,5410,Waldwick Boro,1578.5,4.5,0.002858958068614914,NA,NA
2018,2018-19,03,Bergen,5410,Waldwick Boro,1595.5,17,0.010769718086791169,NA,NA
2019,2019-20,03,Bergen,5410,Waldwick Boro,1616.5,21,0.013162018176120283,NA,NA
2020,2020-21,03,Bergen,5410,Waldwick School District,1595.5,-21,-0.012991030003093096,NA,NA
2021,2021-22,03,Bergen,5410,Waldwick School District,1578.5,-17,-0.010654967094954615,NA,NA
2022,2022-23,03,Bergen,5410,Waldwick School District,1561,-17.5,-0.011086474501108667,-31,-0.019472361809045213
2013,2013-14,03,Bergen,5430,Wallington Boro,1165.5,NA,NA,NA,NA
2014,2014-15,03,Bergen,5430,Wallington Boro,1280.5,115,0.09867009867009857,NA,NA
2015,2015-16,03,Bergen,5430,Wallington Boro,1293.5,13,0.010152284263959421,NA,NA
2016,2016-17,03,Bergen,5430,Wallington Boro,1285,-8.5,-0.006571318129107051,NA,NA
2017,2017-18,03,Bergen,5430,Wallington Boro,1274.5,-10.5,-0.008171206225680905,NA,NA
2018,2018-19,03,Bergen,5430,Wallington Boro,1234,-40.5,-0.031777167516673255,NA,NA
2019,2019-20,03,Bergen,5430,Wallington Boro,1227.5,-6.5,-0.005267423014586714,NA,NA
2020,2020-21,03,Bergen,5430,Wallington Boro School District,1197,-30.5,-0.02484725050916492,NA,NA
2021,2021-22,03,Bergen,5430,Wallington Boro School District,1179,-18,-0.015037593984962405,NA,NA
2022,2022-23,03,Bergen,5430,Wallington Boro School District,1170.5,-8.5,-0.007209499575911771,5,0.004290004290004257
2013,2013-14,03,Bergen,5755,Westwood Regional,2687,NA,NA,NA,NA
2014,2014-15,03,Bergen,5755,Westwood Regional,2720.5,33.5,0.012467435802009597,NA,NA
2015,2015-16,03,Bergen,5755,Westwood Regional,2742.5,22,0.008086748759419171,NA,NA
2016,2016-17,03,Bergen,5755,Westwood Regional,2780,37.5,0.013673655423883213,NA,NA
2017,2017-18,03,Bergen,5755,Westwood Regional,2793,13,0.004676258992805771,NA,NA
2018,2018-19,03,Bergen,5755,Westwood Regional,2770,-23,-0.008234872896527023,NA,NA
2019,2019-20,03,Bergen,5755,Westwood Regional,2788,18,0.006498194945848468,NA,NA
