YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,TOTAL_ENROLLMENT,CHG,PCT_CHG,CHG_10Y,PCT_CHG_10Y
2018,2018-19,37,Sussex,5435,Wallkill Valley Regional,604,-1,-0.0016528925619834212,NA,NA
2019,2019-20,37,Sussex,5435,Wallkill Valley Regional,566,-38,-0.0629139072847682,NA,NA
2020,2020-21,37,Sussex,5435,Wallkill Valley Regional High School,590,24,0.042402826855123754,NA,NA
2021,2021-22,37,Sussex,5435,Wallkill Valley Regional High School,616,26,0.04406779661016946,NA,NA
2022,2022-23,37,Sussex,5435,Wallkill Valley Regional High School,615,-1,-0.0016233766233766378,-53,-0.0793413173652695
2013,2013-14,39,Union,0310,Berkeley Heights Twp,2693,NA,NA,NA,NA
2014,2014-15,39,Union,0310,Berkeley Heights Twp,2665,-28,-0.01039732640178237,NA,NA
2015,2015-16,39,Union,0310,Berkeley Heights Twp,2666.5,1.5,5.628517823639267e-4,NA,NA
2016,2016-17,39,Union,0310,Berkeley Heights Twp,2693.5,27,0.010125632852053146,NA,NA
2017,2017-18,39,Union,0310,Berkeley Heights Twp,2617.5,-76,-0.028216075737887536,NA,NA
2018,2018-19,39,Union,0310,Berkeley Heights Twp,2568,-49.5,-0.018911174785100293,NA,NA
2019,2019-20,39,Union,0310,Berkeley Heights Twp,2543.5,-24.5,-0.009540498442367595,NA,NA
2020,2020-21,39,Union,0310,Berkeley Heights School District,2485.5,-58,-0.022803223904069192,NA,NA
2021,2021-22,39,Union,0310,Berkeley Heights School District,2485,-0.5,-2.0116676725001614e-4,NA,NA
2022,2022-23,39,Union,0310,Berkeley Heights School District,2455,-30,-0.012072434607645843,-238,-0.08837727441515042
2013,2013-14,39,Union,0850,Clark Twp,2318,NA,NA,NA,NA
2014,2014-15,39,Union,0850,Clark Twp,2313,-5,-0.002157031924072461,NA,NA
2015,2015-16,39,Union,0850,Clark Twp,2281.5,-31.5,-0.013618677042801508,NA,NA
2016,2016-17,39,Union,0850,Clark Twp,2270.5,-11,-0.004821389436774015,NA,NA
2017,2017-18,39,Union,0850,Clark Twp,2277.5,7,0.0030830213609336354,NA,NA
2018,2018-19,39,Union,0850,Clark Twp,2227.5,-50,-0.021953896816684915,NA,NA
2019,2019-20,39,Union,0850,Clark Twp,2211,-16.5,-0.007407407407407418,NA,NA
2020,2020-21,39,Union,0850,Clark Township Public School District,2240,29,0.013116236996834063,NA,NA
2021,2021-22,39,Union,0850,Clark Township Public School District,2219.5,-20.5,-0.009151785714285765,NA,NA
2022,2022-23,39,Union,0850,Clark Township Public School District,2225,5.5,0.002478035593602268,-93,-0.04012079378774802
2013,2013-14,39,Union,0980,Cranford Twp,3846.5,NA,NA,NA,NA
2014,2014-15,39,Union,0980,Cranford Twp,3872,25.5,0.0066294033536982155,NA,NA
2015,2015-16,39,Union,0980,Cranford Twp,3880.5,8.5,0.002195247933884259,NA,NA
2016,2016-17,39,Union,0980,Cranford Twp,3900.5,20,0.005153975003221234,NA,NA
2017,2017-18,39,Union,0980,Cranford Twp,3866,-34.5,-0.008845019869247572,NA,NA
2018,2018-19,39,Union,0980,Cranford Twp,3840,-26,-0.0067252974650802155,NA,NA
2019,2019-20,39,Union,0980,Cranford Twp,3762,-78,-0.020312499999999956,NA,NA
2020,2020-21,39,Union,0980,Cranford Public School District,3699.5,-62.5,-0.016613503455608747,NA,NA
2021,2021-22,39,Union,0980,Cranford Public School District,3712.5,13,0.0035139883768076086,NA,NA
2022,2022-23,39,Union,0980,Cranford Public School District,3718.5,6,0.0016161616161616266,-128,-0.033277005069543786
2013,2013-14,39,Union,1320,Elizabeth City,24875,NA,NA,NA,NA
2014,2014-15,39,Union,1320,Elizabeth City,25608,733,0.029467336683417056,NA,NA
2015,2015-16,39,Union,1320,Elizabeth City,25929,321,0.012535145267104086,NA,NA
2016,2016-17,39,Union,1320,Elizabeth City,26491,562,0.02167457287207375,NA,NA
2017,2017-18,39,Union,1320,Elizabeth City,27212,721,0.027216790608131092,NA,NA
2018,2018-19,39,Union,1320,Elizabeth City,27466,254,0.009334117301190714,NA,NA
2019,2019-20,39,Union,1320,Elizabeth City,27769,303,0.011031821160707889,NA,NA
2020,2020-21,39,Union,1320,Elizabeth Public Schools,27624,-145,-0.005221650041413062,NA,NA
2021,2021-22,39,Union,1320,Elizabeth Public Schools,27581,-43,-0.0015566174341152816,NA,NA
2022,2022-23,39,Union,1320,Elizabeth Public Schools,27827.5,246.5,0.008937311917624369,2952.5,0.11869346733668351
2013,2013-14,39,Union,1710,Garwood Boro,383,NA,NA,NA,NA
2014,2014-15,39,Union,1710,Garwood Boro,372,-11,-0.02872062663185382,NA,NA
2015,2015-16,39,Union,1710,Garwood Boro,364,-8,-0.021505376344086002,NA,NA
2016,2016-17,39,Union,1710,Garwood Boro,380,16,0.04395604395604402,NA,NA
2017,2017-18,39,Union,1710,Garwood Boro,352,-28,-0.0736842105263158,NA,NA
2018,2018-19,39,Union,1710,Garwood Boro,379,27,0.07670454545454541,NA,NA
2019,2019-20,39,Union,1710,Garwood Boro,358,-21,-0.0554089709762533,NA,NA
2020,2020-21,39,Union,1710,Garwood Boro,347,-11,-0.030726256983240274,NA,NA
2021,2021-22,39,Union,1710,Garwood Boro,354,7,0.020172910662824117,NA,NA
2022,2022-23,39,Union,1710,Garwood Boro,357,3,0.008474576271186418,-26,-0.06788511749347259
2013,2013-14,39,Union,2190,Hillside Twp,2990,NA,NA,NA,NA
2014,2014-15,39,Union,2190,Hillside Twp,3085,95,0.03177257525083621,NA,NA
2015,2015-16,39,Union,2190,Hillside Twp,3113,28,0.009076175040518608,NA,NA
2016,2016-17,39,Union,2190,Hillside Twp,3084.5,-28.5,-0.009155155798265313,NA,NA
2017,2017-18,39,Union,2190,Hillside Twp,3005,-79.5,-0.025774031447560408,NA,NA
2018,2018-19,39,Union,2190,Hillside Twp,3071.5,66.5,0.022129783693843663,NA,NA
2019,2019-20,39,Union,2190,Hillside Twp,3094,22.5,0.0073254110369527226,NA,NA
2020,2020-21,39,Union,2190,Hillside Public School District,2990.5,-103.5,-0.03345184227537168,NA,NA
2021,2021-22,39,Union,2190,Hillside Public School District,2960.5,-30,-0.01003176726299948,NA,NA
2022,2022-23,39,Union,2190,Hillside Public School District,3008.5,48,0.01621347745313284,18.5,0.0061872909698996725
2013,2013-14,39,Union,2420,Kenilworth Boro,1400.5,NA,NA,NA,NA
2014,2014-15,39,Union,2420,Kenilworth Boro,1409,8.5,0.006069260978222024,NA,NA
2015,2015-16,39,Union,2420,Kenilworth Boro,1411.5,2.5,0.0017743080198722172,NA,NA
2016,2016-17,39,Union,2420,Kenilworth Boro,1407.5,-4,-0.002833864682961429,NA,NA
2017,2017-18,39,Union,2420,Kenilworth Boro,1432.5,25,0.017761989342806483,NA,NA
2018,2018-19,39,Union,2420,Kenilworth Boro,1425,-7.5,-0.005235602094240788,NA,NA
2019,2019-20,39,Union,2420,Kenilworth Boro,1420.5,-4.5,-0.0031578947368421373,NA,NA
2020,2020-21,39,Union,2420,Kenilworth School District,1422,1.5,0.001055966209081216,NA,NA
2021,2021-22,39,Union,2420,Kenilworth School District,1437,15,0.010548523206751037,NA,NA
2022,2022-23,39,Union,2420,Kenilworth School District,1439.5,2.5,0.0017397355601949105,39,0.02784719742948938
2013,2013-14,39,Union,2660,Linden City,6006,NA,NA,NA,NA
2014,2014-15,39,Union,2660,Linden City,6027.5,21.5,0.0035797535797534863,NA,NA
2015,2015-16,39,Union,2660,Linden City,5969.5,-58,-0.009622563251762806,NA,NA
2016,2016-17,39,Union,2660,Linden City,6054,84.5,0.014155289387720815,NA,NA
2017,2017-18,39,Union,2660,Linden City,6094,40,0.006607201850016509,NA,NA
2018,2018-19,39,Union,2660,Linden City,6190.5,96.5,0.015835247784706352,NA,NA
2019,2019-20,39,Union,2660,Linden City,6207.5,17,0.0027461432840643063,NA,NA
2020,2020-21,39,Union,2660,Linden Public School District,6024.5,-183,-0.029480467176802305,NA,NA
2021,2021-22,39,Union,2660,Linden Public School District,5955,-69.5,-0.01153622707278612,NA,NA
2022,2022-23,39,Union,2660,Linden Public School District,6006.5,51.5,0.008648194794290465,0.5,8.32500832501637e-5
2013,2013-14,39,Union,3395,Morris-Union Jointure Com,265,NA,NA,NA,NA
2014,2014-15,39,Union,3395,Morris-Union Jointure Com,257,-8,-0.030188679245283012,NA,NA
2015,2015-16,39,Union,3395,Morris-Union Jointure Com,271,14,0.054474708171206254,NA,NA
2016,2016-17,39,Union,3395,Morris-Union Jointure Com,250,-21,-0.07749077490774903,NA,NA
2017,2017-18,39,Union,3395,Morris-Union Jointure Com,239,-11,-0.04400000000000004,NA,NA
2018,2018-19,39,Union,3395,Morris-Union Jointure Com,221,-18,-0.07531380753138073,NA,NA
2019,2019-20,39,Union,3395,Morris-Union Jointure Com,221,0,0,NA,NA
2020,2020-21,39,Union,3395,Morris-Union Jointure Commisson School District,218,-3,-0.013574660633484115,NA,NA
2021,2021-22,39,Union,3395,Morris-Union Jointure Commisson School District,202,-16,-0.07339449541284404,NA,NA
2022,2022-23,39,Union,3395,Morris-Union Jointure Commission School District,213,11,0.054455445544554504,-52,-0.19622641509433958
2013,2013-14,39,Union,3470,Mountainside Boro,774,NA,NA,NA,NA
2014,2014-15,39,Union,3470,Mountainside Boro,735,-39,-0.050387596899224785,NA,NA
2015,2015-16,39,Union,3470,Mountainside Boro,732,-3,-0.004081632653061273,NA,NA
2016,2016-17,39,Union,3470,Mountainside Boro,716,-16,-0.021857923497267784,NA,NA
2017,2017-18,39,Union,3470,Mountainside Boro,729,13,0.018156424581005526,NA,NA
2018,2018-19,39,Union,3470,Mountainside Boro,252,-477,-0.654320987654321,NA,NA
2019,2019-20,39,Union,3470,Mountainside Boro,747,495,1.9642857142857144,NA,NA
2020,2020-21,39,Union,3470,Mountainside School District,717,-30,-0.04016064257028118,NA,NA
2021,2021-22,39,Union,3470,Mountainside School District,729,12,0.01673640167364021,NA,NA
2022,2022-23,39,Union,3470,Mountainside School District,736,7,0.009602194787379892,-38,-0.04909560723514217
2013,2013-14,39,Union,3560,New Providence Boro,2338,NA,NA,NA,NA
2014,2014-15,39,Union,3560,New Providence Boro,2345.5,7.5,0.0032078699743369743,NA,NA
2015,2015-16,39,Union,3560,New Providence Boro,2386,40.5,0.017267107226604184,NA,NA
2016,2016-17,39,Union,3560,New Providence Boro,2380,-6,-0.0025146689019278634,NA,NA
2017,2017-18,39,Union,3560,New Providence Boro,2372.5,-7.5,-0.0031512605042016695,NA,NA
2018,2018-19,39,Union,3560,New Providence Boro,2382.5,10,0.004214963119072657,NA,NA
2019,2019-20,39,Union,3560,New Providence Boro,2407,24.5,0.01028331584470088,NA,NA
2020,2020-21,39,Union,3560,New Providence School District,2349,-58,-0.02409638554216864,NA,NA
2021,2021-22,39,Union,3560,New Providence School District,2324.5,-24.5,-0.010429970200085181,NA,NA
2022,2022-23,39,Union,3560,New Providence School District,2341,16.5,0.007098300709829974,3,0.0012831479897348341
2013,2013-14,39,Union,4160,Plainfield City,7145,NA,NA,NA,NA
2014,2014-15,39,Union,4160,Plainfield City,7559.5,414.5,0.05801259622113375,NA,NA
2015,2015-16,39,Union,4160,Plainfield City,7734.5,175,0.02314967921158817,NA,NA
2016,2016-17,39,Union,4160,Plainfield City,7821.5,87,0.011248303057728393,NA,NA
2017,2017-18,39,Union,4160,Plainfield City,7785,-36.5,-0.004666624049095458,NA,NA
2018,2018-19,39,Union,4160,Plainfield City,7665,-120,-0.015414258188824692,NA,NA
2019,2019-20,39,Union,4160,Plainfield City,8211.5,546.5,0.07129810828440974,NA,NA
2020,2020-21,39,Union,4160,Plainfield Public School District,9675.5,1464,0.1782865493515191,NA,NA
2021,2021-22,39,Union,4160,Plainfield Public School District,9701,25.5,0.002635522712004512,NA,NA
2022,2022-23,39,Union,4160,Plainfield Public School District,9843.5,142.5,0.014689207298216767,2698.5,0.37767669699090267
2013,2013-14,39,Union,4290,Rahway City,3726.5,NA,NA,NA,NA
2014,2014-15,39,Union,4290,Rahway City,3744.5,18,0.004830269690057731,NA,NA
2015,2015-16,39,Union,4290,Rahway City,3748,3.5,9.347042328748945e-4,NA,NA
2016,2016-17,39,Union,4290,Rahway City,3800.5,52.5,0.01400747065101382,NA,NA
2017,2017-18,39,Union,4290,Rahway City,3826.5,26,0.006841205104591408,NA,NA
2018,2018-19,39,Union,4290,Rahway City,3946,119.5,0.031229583169998687,NA,NA
2019,2019-20,39,Union,4290,Rahway City,3932,-14,-0.003547896604156109,NA,NA
2020,2020-21,39,Union,4290,Rahway Public School District,3957.5,25.5,0.006485249237029533,NA,NA
2021,2021-22,39,Union,4290,Rahway Public School District,4012,54.5,0.013771320277953247,NA,NA
2022,2022-23,39,Union,4290,Rahway Public School District,4056,44,0.010967098703888345,329.5,0.08842077015966732
2013,2013-14,39,Union,4540,Roselle Boro,2664,NA,NA,NA,NA
2014,2014-15,39,Union,4540,Roselle Boro,2722,58,0.02177177177177181,NA,NA
2015,2015-16,39,Union,4540,Roselle Boro,2691,-31,-0.011388684790595183,NA,NA
2016,2016-17,39,Union,4540,Roselle Boro,2801.5,110.5,0.04106280193236711,NA,NA
2017,2017-18,39,Union,4540,Roselle Boro,2841.5,40,0.014278065322148814,NA,NA
2018,2018-19,39,Union,4540,Roselle Boro,2940.5,99,0.03484075312335033,NA,NA
2019,2019-20,39,Union,4540,Roselle Boro,2881,-59.5,-0.02023465397041324,NA,NA
2020,2020-21,39,Union,4540,Roselle Public Schools,2876,-5,-0.001735508503991623,NA,NA
2021,2021-22,39,Union,4540,Roselle Public School District,2883,7,0.002433936022253169,NA,NA
2022,2022-23,39,Union,4540,Roselle Public School District,2878.5,-4.5,-0.0015608740894901274,214.5,0.08051801801801806
2013,2013-14,39,Union,4550,Roselle Park Boro,1944.5,NA,NA,NA,NA
2014,2014-15,39,Union,4550,Roselle Park Boro,1965,20.5,0.010542555926973618,NA,NA
2015,2015-16,39,Union,4550,Roselle Park Boro,2000.5,35.5,0.018066157760814328,NA,NA
2016,2016-17,39,Union,4550,Roselle Park Boro,2013.5,13,0.006498375406148504,NA,NA
2017,2017-18,39,Union,4550,Roselle Park Boro,2044.5,31,0.015396076483734866,NA,NA
2018,2018-19,39,Union,4550,Roselle Park Boro,2005,-39.5,-0.01932012717045728,NA,NA
2019,2019-20,39,Union,4550,Roselle Park Boro,2048.5,43.5,0.021695760598503755,NA,NA
2020,2020-21,39,Union,4550,Roselle Park Public School District,2027,-21.5,-0.010495484500854246,NA,NA
2021,2021-22,39,Union,4550,Roselle Park Public School District,1977,-50,-0.024666995559940785,NA,NA
2022,2022-23,39,Union,4550,Roselle Park Public School District,2020.5,43.5,0.022003034901365792,76,0.03908459758292615
2013,2013-14,39,Union,4670,Scotch Plains-Fanwood Reg,5457.5,NA,NA,NA,NA
2014,2014-15,39,Union,4670,Scotch Plains-Fanwood Reg,5457,-0.5,-9.161704076954269e-5,NA,NA
2015,2015-16,39,Union,4670,Scotch Plains-Fanwood Reg,5480,23,0.004214770020157577,NA,NA
2016,2016-17,39,Union,4670,Scotch Plains-Fanwood Reg,5451.5,-28.5,-0.005200729927007264,NA,NA
2017,2017-18,39,Union,4670,Scotch Plains-Fanwood Reg,5474,22.5,0.004127304411629895,NA,NA
2018,2018-19,39,Union,4670,Scotch Plains-Fanwood Reg,5535.5,61.5,0.011234928754110252,NA,NA
2019,2019-20,39,Union,4670,Scotch Plains-Fanwood Reg,5520,-15.5,-0.0028001083912925218,NA,NA
2020,2020-21,39,Union,4670,Scotch Plains-Fanwood School District,5320.5,-199.5,-0.03614130434782614,NA,NA
2021,2021-22,39,Union,4670,Scotch Plains-Fanwood School District,5423.5,103,0.019359082792970606,NA,NA
2022,2022-23,39,Union,4670,Scotch Plains-Fanwood School District,5544.5,121,0.022310316216465287,87,0.015941365093907534
2013,2013-14,39,Union,5000,Springfield Twp,2303.5,NA,NA,NA,NA
2014,2014-15,39,Union,5000,Springfield Twp,2283,-20.5,-0.008899500759713463,NA,NA
2015,2015-16,39,Union,5000,Springfield Twp,2270,-13,-0.00569426193604905,NA,NA
2016,2016-17,39,Union,5000,Springfield Twp,2211.5,-58.5,-0.025770925110132126,NA,NA
2017,2017-18,39,Union,5000,Springfield Twp,2242.5,31,0.01401763508930598,NA,NA
2018,2018-19,39,Union,5000,Springfield Twp,2227,-15.5,-0.006911928651059052,NA,NA
2019,2019-20,39,Union,5000,Springfield Twp,2206.5,-20.5,-0.009205208801077669,NA,NA
2020,2020-21,39,Union,5000,Springfield Public School District,2162.5,-44,-0.019941083163380946,NA,NA
2021,2021-22,39,Union,5000,Springfield Public School District,2152.5,-10,-0.0046242774566473965,NA,NA
2022,2022-23,39,Union,5000,Springfield Public School District,2180.5,28,0.01300813008130075,-123,-0.05339700455828089
2013,2013-14,39,Union,5090,Summit City,4112.5,NA,NA,NA,NA
2014,2014-15,39,Union,5090,Summit City,4060.5,-52,-0.012644376899695997,NA,NA
2015,2015-16,39,Union,5090,Summit City,4091.5,31,0.007634527767516275,NA,NA
2016,2016-17,39,Union,5090,Summit City,4054.5,-37,-0.009043138213369217,NA,NA
2017,2017-18,39,Union,5090,Summit City,3960.5,-94,-0.02318411641386109,NA,NA
2018,2018-19,39,Union,5090,Summit City,3931.5,-29,-0.007322307789420557,NA,NA
2019,2019-20,39,Union,5090,Summit City,3974,42.5,0.010810123362584356,NA,NA
2020,2020-21,39,Union,5090,Summit Public School District,3885,-89,-0.022395571212883714,NA,NA
2021,2021-22,39,Union,5090,Summit Public School District,3867,-18,-0.004633204633204602,NA,NA
2022,2022-23,39,Union,5090,Summit Public School District,3923,56,0.014481510214636728,-189.5,-0.04607902735562308
2013,2013-14,39,Union,5245,Union Co Ed Serv Comm,313,NA,NA,NA,NA
2014,2014-15,39,Union,5245,Union Co Ed Serv Comm,338,25,0.07987220447284349,NA,NA
2015,2015-16,39,Union,5245,Union Co Ed Serv Comm,333,-5,-0.014792899408283988,NA,NA
2016,2016-17,39,Union,5245,Union Co Ed Serv Comm,330,-3,-0.009009009009009028,NA,NA
2017,2017-18,39,Union,5245,Union Co Ed Serv Comm,350,20,0.06060606060606055,NA,NA
2018,2018-19,39,Union,5245,Union Co Ed Serv Comm,317,-33,-0.0942857142857143,NA,NA
2019,2019-20,39,Union,5245,Union Co Ed Serv Comm,364,47,0.1482649842271293,NA,NA
2020,2020-21,39,Union,5245,Union County Educational Services Commission,292,-72,-0.19780219780219777,NA,NA
2021,2021-22,39,Union,5245,Union County Educational Services Commission,298,6,0.020547945205479534,NA,NA
2022,2022-23,39,Union,5245,Union County Educational Services Commission,312,14,0.046979865771812124,-1,-0.0031948881789137795
2013,2013-14,39,Union,5260,Union County Vocational,1594.5,NA,NA,NA,NA
2014,2014-15,39,Union,5260,Union County Vocational,1639,44.5,0.027908435246158714,NA,NA
2015,2015-16,39,Union,5260,Union County Vocational,1683.5,44.5,0.02715070164734601,NA,NA
2016,2016-17,39,Union,5260,Union County Vocational,1753.5,70,0.04158004158004158,NA,NA
2017,2017-18,39,Union,5260,Union County Vocational,1833.5,80,0.04562303963501568,NA,NA
2018,2018-19,39,Union,5260,Union County Vocational,1910.5,77,0.04199618216525769,NA,NA
2019,2019-20,39,Union,5260,Union County Vocational,1952,41.5,0.02172206228735929,NA,NA
2020,2020-21,39,Union,5260,Union County Vocational-Technical School District,1925.5,-26.5,-0.013575819672131173,NA,NA
2021,2021-22,39,Union,5260,Union County Vocational-Technical School District,1924.5,-1,-5.193456245131678e-4,NA,NA
2022,2022-23,39,Union,5260,Union County Vocational-Technical School District,1931.5,7,0.003637308391789995,337,0.21135152085293196
2013,2013-14,39,Union,5290,Union Twp,7466.5,NA,NA,NA,NA
2014,2014-15,39,Union,5290,Union Twp,7475.5,9,0.0012053840487511458,NA,NA
2015,2015-16,39,Union,5290,Union Twp,7256.5,-219,-0.029295699284328847,NA,NA
2016,2016-17,39,Union,5290,Union Twp,7185.5,-71,-0.009784331289188986,NA,NA
2017,2017-18,39,Union,5290,Union Twp,7160.5,-25,-0.0034792290028529127,NA,NA
2018,2018-19,39,Union,5290,Union Twp,7063,-97.5,-0.013616367572096943,NA,NA
2019,2019-20,39,Union,5290,Union Twp,7174.5,111.5,0.015786492991646695,NA,NA
2020,2020-21,39,Union,5290,Township Of Union School District,7131,-43.5,-0.00606314028852184,NA,NA
2021,2021-22,39,Union,5290,Township Of Union School District,7327,196,0.027485626139391428,NA,NA
2022,2022-23,39,Union,5290,Township Of Union School District,7577,250,0.03412037668895862,110.5,0.014799437487443834
2013,2013-14,39,Union,5730,Westfield Town,6223,NA,NA,NA,NA
2014,2014-15,39,Union,5730,Westfield Town,6253,30,0.004820825968182563,NA,NA
2015,2015-16,39,Union,5730,Westfield Town,6265,12,0.001919078842155697,NA,NA
2016,2016-17,39,Union,5730,Westfield Town,6320.5,55.5,0.008858739026336826,NA,NA
2017,2017-18,39,Union,5730,Westfield Town,6314.5,-6,-9.492919863934857e-4,NA,NA
2018,2018-19,39,Union,5730,Westfield Town,6206.5,-108,-0.017103491962942474,NA,NA
2019,2019-20,39,Union,5730,Westfield Town,6201.5,-5,-8.056070248932956e-4,NA,NA
2020,2020-21,39,Union,5730,Westfield Public School District,5957,-244.5,-0.0394259453358059,NA,NA
2021,2021-22,39,Union,5730,Westfield Public School District,5842,-115,-0.019305019305019266,NA,NA
2022,2022-23,39,Union,5730,Westfield Public School District,5878,36,0.006162273194111556,-345,-0.05543949863409936
2013,2013-14,39,Union,5810,Winfield Twp,143,NA,NA,NA,NA
2014,2014-15,39,Union,5810,Winfield Twp,153,10,0.06993006993007,NA,NA
2015,2015-16,39,Union,5810,Winfield Twp,154,1,0.0065359477124182774,NA,NA
2016,2016-17,39,Union,5810,Winfield Twp,140,-14,-0.09090909090909094,NA,NA
2017,2017-18,39,Union,5810,Winfield Twp,136,-4,-0.02857142857142858,NA,NA
2018,2018-19,39,Union,5810,Winfield Twp,135,-1,-0.007352941176470562,NA,NA
2019,2019-20,39,Union,5810,Winfield Twp,143,8,0.059259259259259345,NA,NA
2020,2020-21,39,Union,5810,Winfield Township,141,-2,-0.013986013986013957,NA,NA
2021,2021-22,39,Union,5810,Winfield Township,143,2,0.014184397163120588,NA,NA
2022,2022-23,39,Union,5810,Winfield Township,135,-8,-0.05594405594405594,-8,-0.05594405594405594
2013,2013-14,41,Warren,0030,Allamuchy Twp,444,NA,NA,NA,NA
2014,2014-15,41,Warren,0030,Allamuchy Twp,432,-12,-0.027027027027026973,NA,NA
2015,2015-16,41,Warren,0030,Allamuchy Twp,421,-11,-0.02546296296296291,NA,NA
2016,2016-17,41,Warren,0030,Allamuchy Twp,404,-17,-0.040380047505938266,NA,NA
2017,2017-18,41,Warren,0030,Allamuchy Twp,423,19,0.04702970297029707,NA,NA
2018,2018-19,41,Warren,0030,Allamuchy Twp,432,9,0.02127659574468077,NA,NA
2019,2019-20,41,Warren,0030,Allamuchy Twp,426,-6,-0.01388888888888884,NA,NA
2020,2020-21,41,Warren,0030,Allamuchy Township School District,421,-5,-0.011737089201877882,NA,NA
2021,2021-22,41,Warren,0030,Allamuchy Township School District,420,-1,-0.002375296912114022,NA,NA
2022,2022-23,41,Warren,0030,Allamuchy Township School District,426,6,0.014285714285714235,-18,-0.04054054054054057
2013,2013-14,41,Warren,0070,Alpha Boro,242,NA,NA,NA,NA
2014,2014-15,41,Warren,0070,Alpha Boro,224,-18,-0.07438016528925617,NA,NA
2015,2015-16,41,Warren,0070,Alpha Boro,209,-15,-0.0669642857142857,NA,NA
2016,2016-17,41,Warren,0070,Alpha Boro,194,-15,-0.0717703349282297,NA,NA
2017,2017-18,41,Warren,0070,Alpha Boro,208,14,0.07216494845360821,NA,NA
2018,2018-19,41,Warren,0070,Alpha Boro,205,-3,-0.014423076923076872,NA,NA
2019,2019-20,41,Warren,0070,Alpha Boro,207,2,0.009756097560975618,NA,NA
2020,2020-21,41,Warren,0070,Alpha Borough School District,184,-23,-0.11111111111111116,NA,NA
2021,2021-22,41,Warren,0070,Alpha Borough School District,190,6,0.032608695652173836,NA,NA
2022,2022-23,41,Warren,0070,Alpha Borough School District,169,-21,-0.1105263157894737,-73,-0.30165289256198347
2013,2013-14,41,Warren,0280,Belvidere Town,738,NA,NA,NA,NA
2014,2014-15,41,Warren,0280,Belvidere Town,763,25,0.03387533875338744,NA,NA
2015,2015-16,41,Warren,0280,Belvidere Town,747,-16,-0.020969855832241202,NA,NA
2016,2016-17,41,Warren,0280,Belvidere Town,728,-19,-0.025435073627844695,NA,NA
2017,2017-18,41,Warren,0280,Belvidere Town,711,-17,-0.02335164835164838,NA,NA
2018,2018-19,41,Warren,0280,Belvidere Town,674,-37,-0.0520393811533052,NA,NA
2019,2019-20,41,Warren,0280,Belvidere Town,649,-25,-0.0370919881305638,NA,NA
2020,2020-21,41,Warren,0280,Belvidere School District,629,-20,-0.03081664098613246,NA,NA
2021,2021-22,41,Warren,0280,Belvidere School District,594,-35,-0.055643879173290944,NA,NA
2022,2022-23,41,Warren,0280,Belvidere School District,602,8,0.013468013468013407,-136,-0.1842818428184282
2013,2013-14,41,Warren,0400,Blairstown Twp,529,NA,NA,NA,NA
2014,2014-15,41,Warren,0400,Blairstown Twp,544,15,0.02835538752362954,NA,NA
2015,2015-16,41,Warren,0400,Blairstown Twp,506,-38,-0.06985294117647056,NA,NA
2016,2016-17,41,Warren,0400,Blairstown Twp,479,-27,-0.05335968379446643,NA,NA
2017,2017-18,41,Warren,0400,Blairstown Twp,465,-14,-0.029227557411273475,NA,NA
2018,2018-19,41,Warren,0400,Blairstown Twp,462,-3,-0.006451612903225823,NA,NA
2019,2019-20,41,Warren,0400,Blairstown Twp,463,1,0.0021645021645022577,NA,NA
2020,2020-21,41,Warren,0400,Blairstown Elementary Township School District,403,-60,-0.12958963282937364,NA,NA
2021,2021-22,41,Warren,0400,Blairstown Elementary Township School District,431,28,0.0694789081885856,NA,NA
2022,2022-23,41,Warren,0400,Blairstown Elementary Township School District,430,-1,-0.002320185614849146,-99,-0.18714555765595464
2013,2013-14,41,Warren,1620,Franklin Twp,253,NA,NA,NA,NA
2014,2014-15,41,Warren,1620,Franklin Twp,230,-23,-0.09090909090909094,NA,NA
2015,2015-16,41,Warren,1620,Franklin Twp,232,2,0.008695652173912993,NA,NA
2016,2016-17,41,Warren,1620,Franklin Twp,223,-9,-0.03879310344827591,NA,NA
2017,2017-18,41,Warren,1620,Franklin Twp,213,-10,-0.04484304932735428,NA,NA
2018,2018-19,41,Warren,1620,Franklin Twp,201,-12,-0.05633802816901412,NA,NA
2019,2019-20,41,Warren,1620,Franklin Twp,208,7,0.03482587064676612,NA,NA
2020,2020-21,41,Warren,1620,Franklin Township School District,190,-18,-0.08653846153846156,NA,NA
2021,2021-22,41,Warren,1620,Franklin Township School District,198,8,0.042105263157894646,NA,NA
2022,2022-23,41,Warren,1620,Franklin Township School District,199,1,0.005050505050504972,-54,-0.2134387351778656
2013,2013-14,41,Warren,1670,Frelinghuysen Twp,155,NA,NA,NA,NA
2014,2014-15,41,Warren,1670,Frelinghuysen Twp,149,-6,-0.038709677419354827,NA,NA
2015,2015-16,41,Warren,1670,Frelinghuysen Twp,157,8,0.05369127516778516,NA,NA
2016,2016-17,41,Warren,1670,Frelinghuysen Twp,150,-7,-0.04458598726114649,NA,NA
2017,2017-18,41,Warren,1670,Frelinghuysen Twp,142,-8,-0.053333333333333344,NA,NA
2018,2018-19,41,Warren,1670,Frelinghuysen Twp,148,6,0.04225352112676051,NA,NA
2019,2019-20,41,Warren,1670,Frelinghuysen Twp,137,-11,-0.07432432432432434,NA,NA
