YEAR,YEAR_LONG,COUNTY_CODE,COUNTY_NAME,DISTRICT_CODE,DISTRICT_NAME,TOTAL_ENROLLMENT,PRE_K_FULL_ENROLLMENT,PRE_K_HALF_ENROLLMENT,PRE_K_ENROLLMENT,K_12_ENROLLMENT,CHG_TOTAL_ENROLLMENT,PCT_CHG_TOTAL_ENROLLMENT,CHG_K_12_ENROLLMENT,PCT_CHG_K_12_ENROLLMENT,CHG_10Y_TOTAL_ENROLLMENT,CHG_10Y_K_12_ENROLLMENT,PCT_CHG_10Y_TOTAL_ENROLLMENT,PCT_CHG_10Y_K_12_ENROLLMENT
2018,2018-19,05,Burlington,4740,Shamong Twp,742,0,28,28,714,-18,-0.023684210526315752,-20,-0.027247956403269713,NA,NA,NA,NA
2019,2019-20,05,Burlington,4740,Shamong Twp,730,1,20,21,709,-12,-0.016172506738544423,-5,-0.007002801120448154,NA,NA,NA,NA
2020,2020-21,05,Burlington,4740,Shamong Township School District,691,1,0,1,690,-39,-0.05342465753424652,-19,-0.026798307475317307,NA,NA,NA,NA
2021,2021-22,05,Burlington,4740,Shamong Township School District,690,1,0,1,689,-1,-0.0014471780028944004,-1,-0.0014492753623188692,NA,NA,NA,NA
2022,2022-23,05,Burlington,4740,Shamong Township School District,690,0,4,4,686,0,0,-3,-0.004354136429608135,-207,-211,-0.23076923076923073,-0.2352285395763657
2012,2012-13,05,Burlington,4930,Southampton Township School District,768,0,0,0,768,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,4930,Southampton Twp,729,0,0,0,729,-39,-0.05078125,-39,-0.05078125,NA,NA,NA,NA
2014,2014-15,05,Burlington,4930,Southampton Twp,726,0,0,0,726,-3,-0.004115226337448541,-3,-0.004115226337448541,NA,NA,NA,NA
2015,2015-16,05,Burlington,4930,Southampton Twp,699,0,0,0,699,-27,-0.037190082644628086,-27,-0.037190082644628086,NA,NA,NA,NA
2016,2016-17,05,Burlington,4930,Southampton Twp,709,0,0,0,709,10,0.014306151645207432,10,0.014306151645207432,NA,NA,NA,NA
2017,2017-18,05,Burlington,4930,Southampton Twp,725,0,5,5,720,16,0.02256699576868826,11,0.015514809590973178,NA,NA,NA,NA
2018,2018-19,05,Burlington,4930,Southampton Twp,718,0,9,9,709,-7,-0.0096551724137931,-11,-0.015277777777777724,NA,NA,NA,NA
2019,2019-20,05,Burlington,4930,Southampton Township School District,690,0,0,0,690,-28,-0.03899721448467963,-19,-0.026798307475317307,NA,NA,NA,NA
2020,2020-21,05,Burlington,4930,Southampton Township School District,701,0,1,1,700,11,0.01594202898550723,10,0.01449275362318847,NA,NA,NA,NA
2021,2021-22,05,Burlington,4930,Southampton Township School District,682,0,1,1,681,-19,-0.02710413694721825,-19,-0.027142857142857135,NA,NA,NA,NA
2022,2022-23,05,Burlington,4930,Southampton Township School District,691,0,0,0,691,9,0.01319648093841641,10,0.014684287812041008,-77,-77,-0.10026041666666663,-0.10026041666666663
2012,2012-13,05,Burlington,5010,Springfield Township School District,264,0,0,0,264,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,5010,Springfield Twp,247,0,0,0,247,-17,-0.06439393939393945,-17,-0.06439393939393945,NA,NA,NA,NA
2014,2014-15,05,Burlington,5010,Springfield Twp,230,0,0,0,230,-17,-0.06882591093117407,-17,-0.06882591093117407,NA,NA,NA,NA
2015,2015-16,05,Burlington,5010,Springfield Twp,222,0,14,14,208,-8,-0.034782608695652195,-22,-0.09565217391304348,NA,NA,NA,NA
2016,2016-17,05,Burlington,5010,Springfield Twp,232,0,16,16,216,10,0.04504504504504503,8,0.03846153846153855,NA,NA,NA,NA
2017,2017-18,05,Burlington,5010,Springfield Twp,216,0,23,23,193,-16,-0.06896551724137934,-23,-0.10648148148148151,NA,NA,NA,NA
2018,2018-19,05,Burlington,5010,Springfield Twp,225,0,23,23,202,9,0.04166666666666674,9,0.04663212435233155,NA,NA,NA,NA
2019,2019-20,05,Burlington,5010,Springfield Twp,243,0,24,24,219,18,0.08000000000000007,17,0.08415841584158423,NA,NA,NA,NA
2020,2020-21,05,Burlington,5010,Springfield Township School District,226,0,15,15,211,-17,-0.06995884773662553,-8,-0.0365296803652968,NA,NA,NA,NA
2021,2021-22,05,Burlington,5010,Springfield Township School District,249,0,15,15,234,23,0.10176991150442483,23,0.1090047393364928,NA,NA,NA,NA
2022,2022-23,05,Burlington,5010,Springfield Township School District,279,0,20,20,259,30,0.12048192771084332,25,0.1068376068376069,15,-5,0.05681818181818188,-0.018939393939393923
2012,2012-13,05,Burlington,5130,Tabernacle Township School District,788,0,0,0,788,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,5130,Tabernacle Twp,762,0,5,5,757,-26,-0.032994923857868064,-31,-0.03934010152284262,NA,NA,NA,NA
2014,2014-15,05,Burlington,5130,Tabernacle Twp,776,1,8,9,767,14,0.018372703412073532,10,0.013210039630118908,NA,NA,NA,NA
2015,2015-16,05,Burlington,5130,Tabernacle Twp,747,0,7,7,740,-29,-0.037371134020618535,-27,-0.03520208604954367,NA,NA,NA,NA
2016,2016-17,05,Burlington,5130,Tabernacle Twp,709,0,10,10,699,-38,-0.05087014725568939,-41,-0.055405405405405395,NA,NA,NA,NA
2017,2017-18,05,Burlington,5130,Tabernacle Twp,707,0,21,21,686,-2,-0.0028208744710860323,-13,-0.01859799713876964,NA,NA,NA,NA
2018,2018-19,05,Burlington,5130,Tabernacle Twp,696,0,18,18,678,-11,-0.01555869872701554,-8,-0.011661807580174877,NA,NA,NA,NA
2019,2019-20,05,Burlington,5130,Tabernacle Twp,667,2,14,16,651,-29,-0.04166666666666663,-27,-0.03982300884955747,NA,NA,NA,NA
2020,2020-21,05,Burlington,5130,Tabernacle Township School District,655,0,11,11,644,-12,-0.01799100449775115,-7,-0.010752688172043001,NA,NA,NA,NA
2021,2021-22,05,Burlington,5130,Tabernacle Township School District,665,0,19,19,646,10,0.01526717557251911,2,0.0031055900621117516,NA,NA,NA,NA
2022,2022-23,05,Burlington,5130,Tabernacle Township School District,688,0,25,25,663,23,0.03458646616541361,17,0.026315789473684292,-100,-125,-0.12690355329949243,-0.15862944162436543
2012,2012-13,05,Burlington,5490,Washington Township School District,37,8,0,8,29,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,5490,Washington Twp,32,9,0,9,23,-5,-0.1351351351351351,-6,-0.2068965517241379,NA,NA,NA,NA
2014,2014-15,05,Burlington,5490,Washington Twp,41,7,0,7,34,9,0.28125,11,0.4782608695652173,NA,NA,NA,NA
2015,2015-16,05,Burlington,5490,Washington Twp,37,7,0,7,30,-4,-0.09756097560975607,-4,-0.11764705882352944,NA,NA,NA,NA
2012,2012-13,05,Burlington,5720,Westampton Township Public School District,980,2,1,3,977,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,5720,Westampton,993,3,18,21,972,13,0.013265306122449028,-5,-0.0051177072671443335,NA,NA,NA,NA
2014,2014-15,05,Burlington,5720,Westampton,957,1,13,14,943,-36,-0.03625377643504535,-29,-0.029835390946502005,NA,NA,NA,NA
2015,2015-16,05,Burlington,5720,Westampton,979,0,45,45,934,22,0.02298850574712641,-9,-0.009544008483563071,NA,NA,NA,NA
2016,2016-17,05,Burlington,5720,Westampton,978,0,20,20,958,-1,-0.0010214504596527396,24,0.025695931477516032,NA,NA,NA,NA
2017,2017-18,05,Burlington,5720,Westampton,1005,0,15,15,990,27,0.027607361963190247,32,0.03340292275574108,NA,NA,NA,NA
2018,2018-19,05,Burlington,5720,Westampton,997,0,24,24,973,-8,-0.007960199004975133,-17,-0.01717171717171717,NA,NA,NA,NA
2019,2019-20,05,Burlington,5720,Westampton,1024,0,26,26,998,27,0.027081243731193583,25,0.025693730729702047,NA,NA,NA,NA
2020,2020-21,05,Burlington,5720,Westampton Township Public School District,983,0,21,21,962,-41,-0.0400390625,-36,-0.03607214428857719,NA,NA,NA,NA
2021,2021-22,05,Burlington,5720,Westampton Township Public School District,927,0,21,21,906,-56,-0.056968463886063025,-56,-0.058212058212058215,NA,NA,NA,NA
2022,2022-23,05,Burlington,5720,Westampton Township Public School District,923,25,0,25,898,-4,-0.004314994606256728,-8,-0.008830022075055233,-57,-79,-0.05816326530612248,-0.08085977482088025
2012,2012-13,05,Burlington,5805,Willingboro Public School District,3952,186,55,241,3711,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,5805,Willingboro Twp,3901,197,79,276,3625,-51,-0.01290485829959509,-86,-0.023174346537321422,NA,NA,NA,NA
2014,2014-15,05,Burlington,5805,Willingboro Twp,3747,189,9,198,3549,-154,-0.03947705716482952,-76,-0.020965517241379295,NA,NA,NA,NA
2015,2015-16,05,Burlington,5805,Willingboro Twp,3660,180,1,181,3479,-87,-0.023218574859887875,-70,-0.01972386587771202,NA,NA,NA,NA
2016,2016-17,05,Burlington,5805,Willingboro Twp,3601,178,11,189,3412,-59,-0.016120218579234957,-67,-0.019258407588387483,NA,NA,NA,NA
2017,2017-18,05,Burlington,5805,Willingboro Twp,3110,149,0,149,2961,-491,-0.13635101360733126,-451,-0.13218053927315354,NA,NA,NA,NA
2018,2018-19,05,Burlington,5805,Willingboro Twp,3338,257,0,257,3081,228,0.0733118971061093,120,0.04052684903748727,NA,NA,NA,NA
2019,2019-20,05,Burlington,5805,Willingboro Twp,3414,291,0,291,3123,76,0.022768124625524244,42,0.01363193768257065,NA,NA,NA,NA
2020,2020-21,05,Burlington,5805,Willingboro Public School District,3372,273,2,275,3097,-42,-0.012302284710017597,-26,-0.008325328210054384,NA,NA,NA,NA
2021,2021-22,05,Burlington,5805,Willingboro Public School District,3505,318,0,318,3187,133,0.039442467378410395,90,0.029060381013884307,NA,NA,NA,NA
2022,2022-23,05,Burlington,5805,Willingboro Public School District,3651,320,0,320,3331,146,0.041654778887303845,144,0.045183558205208696,-301,-380,-0.07616396761133604,-0.10239827539746704
2012,2012-13,05,Burlington,5890,Woodland Township Board Of Education,160,0,5,5,155,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,05,Burlington,5890,Woodland Twp,145,0,4,4,141,-15,-0.09375,-14,-0.0903225806451613,NA,NA,NA,NA
2014,2014-15,05,Burlington,5890,Woodland Twp,152,0,6,6,146,7,0.048275862068965614,5,0.03546099290780136,NA,NA,NA,NA
2015,2015-16,05,Burlington,5890,Woodland Twp,151,0,0,0,151,-1,-0.006578947368421018,5,0.03424657534246567,NA,NA,NA,NA
2016,2016-17,05,Burlington,5890,Woodland Twp,147,0,0,0,147,-4,-0.026490066225165587,-4,-0.026490066225165587,NA,NA,NA,NA
2017,2017-18,05,Burlington,5890,Woodland Twp,128,0,0,0,128,-19,-0.12925170068027214,-19,-0.12925170068027214,NA,NA,NA,NA
2018,2018-19,05,Burlington,5890,Woodland Twp,129,0,7,7,122,1,0.0078125,-6,-0.046875,NA,NA,NA,NA
2019,2019-20,05,Burlington,5890,Woodland Twp,135,0,0,0,135,6,0.04651162790697683,13,0.10655737704918034,NA,NA,NA,NA
2020,2020-21,05,Burlington,5890,Woodland Township School District,118,0,0,0,118,-17,-0.12592592592592589,-17,-0.12592592592592589,NA,NA,NA,NA
2021,2021-22,05,Burlington,5890,Woodland Township School District,103,0,0,0,103,-15,-0.1271186440677966,-15,-0.1271186440677966,NA,NA,NA,NA
2022,2022-23,05,Burlington,5890,Woodland Township School District,103,0,0,0,103,0,0,0,0,-57,-52,-0.35624999999999996,-0.3354838709677419
2012,2012-13,07,Camden,0150,Audubon Public Schools,1489,0,10,10,1479,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,0150,Audubon Boro,1546,0,12,12,1534,57,0.03828072531900606,55,0.037187288708586896,NA,NA,NA,NA
2014,2014-15,07,Camden,0150,Audubon Boro,1541,0,13,13,1528,-5,-0.0032341526520052177,-6,-0.003911342894393766,NA,NA,NA,NA
2015,2015-16,07,Camden,0150,Audubon Boro,1537,0,12,12,1525,-4,-0.002595717066839698,-3,-0.0019633507853402676,NA,NA,NA,NA
2016,2016-17,07,Camden,0150,Audubon Boro,1553,0,16,16,1537,16,0.010409889394925154,12,0.007868852459016473,NA,NA,NA,NA
2017,2017-18,07,Camden,0150,Audubon Boro,1539,0,20,20,1519,-14,-0.009014810045074095,-18,-0.011711125569290881,NA,NA,NA,NA
2018,2018-19,07,Camden,0150,Audubon Public School Disrict,1499,0,21,21,1478,-40,-0.02599090318388564,-41,-0.02699144173798551,NA,NA,NA,NA
2019,2019-20,07,Camden,0150,Audubon Public School Disrict,1472,0,19,19,1453,-27,-0.018012008005336866,-25,-0.01691474966170503,NA,NA,NA,NA
2020,2020-21,07,Camden,0150,Audubon Public School District,1444,0,6,6,1438,-28,-0.01902173913043481,-15,-0.010323468685478288,NA,NA,NA,NA
2021,2021-22,07,Camden,0150,Audubon Public School District,1388,0,22,22,1366,-56,-0.03878116343490301,-72,-0.05006954102920724,NA,NA,NA,NA
2022,2022-23,07,Camden,0150,Audubon Public School District,1405,50,0,50,1355,17,0.012247838616714635,-11,-0.008052708638360162,-84,-124,-0.05641370047011418,-0.08384043272481412
2012,2012-13,07,Camden,0190,Barrington School District,626,0,8,8,618,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,0190,Barrington Boro,612,0,9,9,603,-14,-0.022364217252396124,-15,-0.024271844660194164,NA,NA,NA,NA
2014,2014-15,07,Camden,0190,Barrington Boro,611,0,0,0,611,-1,-0.0016339869281045694,8,0.013266998341625147,NA,NA,NA,NA
2015,2015-16,07,Camden,0190,Barrington Boro,618,0,1,1,617,7,0.011456628477905184,6,0.009819967266775809,NA,NA,NA,NA
2016,2016-17,07,Camden,0190,Barrington Boro,613,0,15,15,598,-5,-0.008090614886731351,-19,-0.030794165316045397,NA,NA,NA,NA
2017,2017-18,07,Camden,0190,Barrington Boro,629,0,10,10,619,16,0.02610114192495927,21,0.03511705685618738,NA,NA,NA,NA
2018,2018-19,07,Camden,0190,Barrington Boro,588,0,9,9,579,-41,-0.06518282988871227,-40,-0.06462035541195477,NA,NA,NA,NA
2019,2019-20,07,Camden,0190,Barrington Boro,597,0,2,2,595,9,0.015306122448979664,16,0.02763385146804831,NA,NA,NA,NA
2020,2020-21,07,Camden,0190,Barrington School District,563,0,6,6,557,-34,-0.05695142378559459,-38,-0.06386554621848739,NA,NA,NA,NA
2021,2021-22,07,Camden,0190,Barrington School District,545,0,2,2,543,-18,-0.03197158081705154,-14,-0.025134649910233398,NA,NA,NA,NA
2022,2022-23,07,Camden,0190,Barrington School District,555,0,3,3,552,10,0.0183486238532109,9,0.016574585635359185,-71,-66,-0.11341853035143767,-0.10679611650485432
2012,2012-13,07,Camden,0260,Bellmawr Public Schools,1036,0,0,0,1036,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,0260,Bellmawr Boro,1137,73,0,73,1064,101,0.09749034749034746,28,0.027027027027026973,NA,NA,NA,NA
2014,2014-15,07,Camden,0260,Bellmawr Boro,1159,77,0,77,1082,22,0.019349164467898028,18,0.016917293233082775,NA,NA,NA,NA
2015,2015-16,07,Camden,0260,Bellmawr Boro,1192,119,0,119,1073,33,0.028472821397756753,-9,-0.008317929759704246,NA,NA,NA,NA
2016,2016-17,07,Camden,0260,Bellmawr Boro,1204,119,0,119,1085,12,0.010067114093959662,12,0.011183597390493905,NA,NA,NA,NA
2017,2017-18,07,Camden,0260,Bellmawr Boro,1219,138,0,138,1081,15,0.012458471760797396,-4,-0.0036866359447004227,NA,NA,NA,NA
2018,2018-19,07,Camden,0260,Bellmawr Boro,1213,144,0,144,1069,-6,-0.004922067268252617,-12,-0.011100832562442209,NA,NA,NA,NA
2019,2019-20,07,Camden,0260,Bellmawr Boro,1208,153,0,153,1055,-5,-0.0041220115416322756,-14,-0.013096351730589317,NA,NA,NA,NA
2020,2020-21,07,Camden,0260,Bellmawr Public School District,1166,139,0,139,1027,-42,-0.03476821192052981,-28,-0.026540284360189625,NA,NA,NA,NA
2021,2021-22,07,Camden,0260,Bellmawr Public School District,1133,148,0,148,985,-33,-0.028301886792452824,-42,-0.04089581304771173,NA,NA,NA,NA
2022,2022-23,07,Camden,0260,Bellmawr Public School District,1156,145,0,145,1011,23,0.0203000882612534,26,0.02639593908629445,120,-25,0.11583011583011582,-0.02413127413127414
2012,2012-13,07,Camden,0330,Berlin Borough School District,890,0,6,6,884,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,0330,Berlin Boro,861,0,13,13,848,-29,-0.032584269662921383,-36,-0.040723981900452455,NA,NA,NA,NA
2014,2014-15,07,Camden,0330,Berlin Boro,847,0,13,13,834,-14,-0.016260162601625994,-14,-0.01650943396226412,NA,NA,NA,NA
2015,2015-16,07,Camden,0330,Berlin Boro,851,0,14,14,837,4,0.0047225501770955525,3,0.003597122302158251,NA,NA,NA,NA
2016,2016-17,07,Camden,0330,Berlin Boro,815,0,9,9,806,-36,-0.042303172737955363,-31,-0.03703703703703709,NA,NA,NA,NA
2017,2017-18,07,Camden,0330,Berlin Boro,831,0,9,9,822,16,0.019631901840490906,16,0.01985111662531014,NA,NA,NA,NA
2018,2018-19,07,Camden,0330,Berlin Boro,813,0,10,10,803,-18,-0.02166064981949456,-19,-0.02311435523114358,NA,NA,NA,NA
2019,2019-20,07,Camden,0330,Berlin Boro,810,0,15,15,795,-3,-0.0036900369003689537,-8,-0.00996264009962644,NA,NA,NA,NA
2020,2020-21,07,Camden,0330,Berlin Borough School District,807,0,15,15,792,-3,-0.0037037037037036535,-3,-0.0037735849056603765,NA,NA,NA,NA
2021,2021-22,07,Camden,0330,Berlin Borough School District,803,0,17,17,786,-4,-0.00495662949194553,-6,-0.007575757575757569,NA,NA,NA,NA
2022,2022-23,07,Camden,0330,Berlin Borough School District,770,0,11,11,759,-33,-0.04109589041095896,-27,-0.03435114503816794,-120,-125,-0.1348314606741573,-0.14140271493212675
2012,2012-13,07,Camden,0340,Berlin Township School District,656,46,0,46,610,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,0340,Berlin Twp,631,39,0,39,592,-25,-0.038109756097560954,-18,-0.02950819672131144,NA,NA,NA,NA
2014,2014-15,07,Camden,0340,Berlin Twp,634,31,0,31,603,3,0.004754358161648264,11,0.01858108108108114,NA,NA,NA,NA
2015,2015-16,07,Camden,0340,Berlin Twp,647,31,0,31,616,13,0.020504731861198833,13,0.021558872305140975,NA,NA,NA,NA
2016,2016-17,07,Camden,0340,Berlin Twp,626,30,0,30,596,-21,-0.03245749613601234,-20,-0.03246753246753242,NA,NA,NA,NA
2017,2017-18,07,Camden,0340,Berlin Twp,622,34,0,34,588,-4,-0.006389776357827448,-8,-0.01342281879194629,NA,NA,NA,NA
2018,2018-19,07,Camden,0340,Berlin Twp,632,41,0,41,591,10,0.016077170418006492,3,0.005102040816326481,NA,NA,NA,NA
2019,2019-20,07,Camden,0340,Berlin Twp,650,32,0,32,618,18,0.028481012658227778,27,0.045685279187817285,NA,NA,NA,NA
2020,2020-21,07,Camden,0340,Berlin Township School District,604,17,0,17,587,-46,-0.0707692307692308,-31,-0.05016181229773464,NA,NA,NA,NA
2021,2021-22,07,Camden,0340,Berlin Township School District,585,28,0,28,557,-19,-0.0314569536423841,-30,-0.05110732538330498,NA,NA,NA,NA
2022,2022-23,07,Camden,0340,Berlin Township School District,611,31,0,31,580,26,0.04444444444444451,23,0.04129263913824066,-45,-30,-0.06859756097560976,-0.049180327868852514
2012,2012-13,07,Camden,0390,Black Horse Pike Regional School District,3998,0,0,0,3998,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,0390,Black Horse Pike Regional,3887,0,0,0,3887,-111,-0.02776388194097046,-111,-0.02776388194097046,NA,NA,NA,NA
2014,2014-15,07,Camden,0390,Black Horse Pike Regional,3786,0,0,0,3786,-101,-0.02598404939542065,-101,-0.02598404939542065,NA,NA,NA,NA
2015,2015-16,07,Camden,0390,Black Horse Pike Regional,3708,0,0,0,3708,-78,-0.020602218700475405,-78,-0.020602218700475405,NA,NA,NA,NA
2016,2016-17,07,Camden,0390,Black Horse Pike Regional,3672,0,0,0,3672,-36,-0.009708737864077666,-36,-0.009708737864077666,NA,NA,NA,NA
2017,2017-18,07,Camden,0390,Black Horse Pike Regional,3495,0,0,0,3495,-177,-0.04820261437908502,-177,-0.04820261437908502,NA,NA,NA,NA
2018,2018-19,07,Camden,0390,Black Horse Pike Regional,3534,0,0,0,3534,39,0.011158798283261717,39,0.011158798283261717,NA,NA,NA,NA
2019,2019-20,07,Camden,0390,Black Horse Pike Regional,3561,0,0,0,3561,27,0.007640067911714787,27,0.007640067911714787,NA,NA,NA,NA
2020,2020-21,07,Camden,0390,Black Horse Pike Regional School District,3478,0,0,0,3478,-83,-0.023308059533838854,-83,-0.023308059533838854,NA,NA,NA,NA
2021,2021-22,07,Camden,0390,Black Horse Pike Regional School District,3422,0,0,0,3422,-56,-0.016101207590569322,-56,-0.016101207590569322,NA,NA,NA,NA
2022,2022-23,07,Camden,0390,Black Horse Pike Regional School District,3502,0,0,0,3502,80,0.02337814143775563,80,0.02337814143775563,-496,-496,-0.12406203101550772,-0.12406203101550772
2012,2012-13,07,Camden,0580,Brooklawn Public School District,361,16,0,16,345,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,0580,Brooklawn Boro,342,20,0,20,322,-19,-0.052631578947368474,-23,-0.06666666666666665,NA,NA,NA,NA
2014,2014-15,07,Camden,0580,Brooklawn Boro,339,23,0,23,316,-3,-0.00877192982456143,-6,-0.018633540372670843,NA,NA,NA,NA
2015,2015-16,07,Camden,0580,Brooklawn Boro,319,24,0,24,295,-20,-0.05899705014749268,-21,-0.06645569620253167,NA,NA,NA,NA
2016,2016-17,07,Camden,0580,Brooklawn Boro,307,29,0,29,278,-12,-0.037617554858934144,-17,-0.057627118644067776,NA,NA,NA,NA
2017,2017-18,07,Camden,0580,Brooklawn Boro,302,51,0,51,251,-5,-0.016286644951140072,-27,-0.09712230215827333,NA,NA,NA,NA
2018,2018-19,07,Camden,0580,Brooklawn Boro,315,16,0,16,299,13,0.04304635761589415,48,0.19123505976095623,NA,NA,NA,NA
2019,2019-20,07,Camden,0580,Brooklawn Boro,289,17,0,17,272,-26,-0.08253968253968258,-27,-0.09030100334448166,NA,NA,NA,NA
2020,2020-21,07,Camden,0580,Brooklawn Public School District,285,15,0,15,270,-4,-0.01384083044982698,-2,-0.007352941176470562,NA,NA,NA,NA
2021,2021-22,07,Camden,0580,Brooklawn Public School District,285,14,0,14,271,0,0,1,0.0037037037037037646,NA,NA,NA,NA
2022,2022-23,07,Camden,0580,Brooklawn Public School District,279,15,0,15,264,-6,-0.021052631578947323,-7,-0.02583025830258301,-82,-81,-0.22714681440443218,-0.23478260869565215
2012,2012-13,07,Camden,0680,Camden City Public Schools,12608,1774,0,1774,10834,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,0680,Camden City,11660,1098,0,1098,10562,-948,-0.07519035532994922,-272,-0.025106147314011396,NA,NA,NA,NA
2014,2014-15,07,Camden,0680,Camden City,11164,1108,0,1108,10056,-496,-0.04253859348198974,-506,-0.04790759325885252,NA,NA,NA,NA
2015,2015-16,07,Camden,0680,Camden City,9294,1033,0,1033,8261,-1870,-0.16750268720888573,-1795,-0.17850039777247417,NA,NA,NA,NA
2016,2016-17,07,Camden,0680,Camden City,8943,1103,0,1103,7840,-351,-0.03776630083925114,-421,-0.05096235322600173,NA,NA,NA,NA
2017,2017-18,07,Camden,0680,Camden City,7941,1048,0,1048,6893,-1002,-0.11204293861120429,-947,-0.12079081632653066,NA,NA,NA,NA
2018,2018-19,07,Camden,0680,Camden City,7379,971,0,971,6408,-562,-0.07077194308021661,-485,-0.07036123603655886,NA,NA,NA,NA
2019,2019-20,07,Camden,0680,Camden City,6925,897,0,897,6028,-454,-0.06152595202601974,-380,-0.059300873907615514,NA,NA,NA,NA
2020,2020-21,07,Camden,0680,Camden City School District,7343,1549,0,1549,5794,418,0.06036101083032497,-234,-0.03881884538818847,NA,NA,NA,NA
2021,2021-22,07,Camden,0680,Camden City School District,6782,1592,0,1592,5190,-561,-0.0763992918425711,-604,-0.10424577148774594,NA,NA,NA,NA
2022,2022-23,07,Camden,0680,Camden City School District,6929,1799,0,1799,5130,147,0.021675022117369602,-60,-0.011560693641618491,-5679,-5704,-0.45042829949238583,-0.5264906774967695
2012,2012-13,07,Camden,0700,Camden County Technical School,2158,0,0,0,2158,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,0700,Camden County Vocational,2201,0,0,0,2201,43,0.019925857275254755,43,0.019925857275254755,NA,NA,NA,NA
2014,2014-15,07,Camden,0700,Camden County Vocational,2118,0,0,0,2118,-83,-0.03771013175829163,-83,-0.03771013175829163,NA,NA,NA,NA
2015,2015-16,07,Camden,0700,Camden County Vocational,2085,0,0,0,2085,-33,-0.015580736543909346,-33,-0.015580736543909346,NA,NA,NA,NA
2016,2016-17,07,Camden,0700,Camden County Vocational,2015,0,0,0,2015,-70,-0.033573141486810565,-70,-0.033573141486810565,NA,NA,NA,NA
2017,2017-18,07,Camden,0700,Camden County Vocational,2093,0,0,0,2093,78,0.03870967741935494,78,0.03870967741935494,NA,NA,NA,NA
2018,2018-19,07,Camden,0700,Camden County Vocational,2103,0,0,0,2103,10,0.004777830864787447,10,0.004777830864787447,NA,NA,NA,NA
2019,2019-20,07,Camden,0700,Camden County Vocational,2090,0,0,0,2090,-13,-0.006181645268663827,-13,-0.006181645268663827,NA,NA,NA,NA
2020,2020-21,07,Camden,0700,Camden County Technical School District,2245,0,0,0,2245,155,0.07416267942583743,155,0.07416267942583743,NA,NA,NA,NA
2021,2021-22,07,Camden,0700,Camden County Technical School District,2222,0,0,0,2222,-23,-0.01024498886414249,-23,-0.01024498886414249,NA,NA,NA,NA
2022,2022-23,07,Camden,0700,Camden County Technical School District,2129,0,0,0,2129,-93,-0.0418541854185418,-93,-0.0418541854185418,-29,-29,-0.01343836886005556,-0.01343836886005556
2012,2012-13,07,Camden,0800,Cherry Hill Public Schools,11516,0,305,305,11211,NA,NA,NA,NA,NA,NA,NA,NA
2013,2013-14,07,Camden,0800,Cherry Hill Twp,11266,0,256,256,11010,-250,-0.02170892671066338,-201,-0.017928819909017957,NA,NA,NA,NA
2014,2014-15,07,Camden,0800,Cherry Hill Twp,11234,0,274,274,10960,-32,-0.0028404047576779945,-50,-0.004541326067211582,NA,NA,NA,NA
2015,2015-16,07,Camden,0800,Cherry Hill Twp,11134,0,264,264,10870,-100,-0.00890154886950334,-90,-0.00821167883211682,NA,NA,NA,NA
2016,2016-17,07,Camden,0800,Cherry Hill Twp,11051,10,281,291,10760,-83,-0.007454643434524844,-110,-0.010119595216191324,NA,NA,NA,NA
2017,2017-18,07,Camden,0800,Cherry Hill Twp,10948,0,230,230,10718,-103,-0.009320423491086749,-42,-0.003903345724907026,NA,NA,NA,NA
2018,2018-19,07,Camden,0800,Cherry Hill Twp,10794,18,205,223,10571,-154,-0.014066496163682829,-147,-0.013715245381601071,NA,NA,NA,NA
2019,2019-20,07,Camden,0800,Cherry Hill Twp,10849,4,163,167,10682,55,0.0050954233833611084,111,0.010500425692933524,NA,NA,NA,NA
2020,2020-21,07,Camden,0800,Cherry Hill School District,10469,15,100,115,10354,-380,-0.035026269702276736,-328,-0.03070586032578171,NA,NA,NA,NA
2021,2021-22,07,Camden,0800,Cherry Hill School District,10596,20,136,156,10440,127,0.012131053586780016,86,0.008305968707745803,NA,NA,NA,NA
